"defteam","Defensive EPA / Play","Defensive Success Rate","Pass EPA / Play","Pass Success Rate","Rush EPA / Play","Rush Success Rate","Pass Ratio"
"DAL",0.006841909632563,0.434782608695652,0.0841017768543186,0.45859872611465,-0.11951016488635,0.395833333333333,0.620553359683794
"DC",0.0161706412297345,0.425619834710744,-0.0124922964106415,0.419117647058824,0.0529457310324811,0.433962264150943,0.56198347107438
"HOU",-0.117176919896474,0.425742574257426,-0.12091804011935,0.431578947368421,-0.110886540760666,0.415929203539823,0.627062706270627
"LA",-0.0391591080517294,0.442687747035573,-0.111419052309629,0.436708860759494,0.0810205887140404,0.452631578947368,0.624505928853755
"NY",-0.00613283049087903,0.420233463035019,-0.0248302075579176,0.418300653594771,0.0213738876942835,0.423076923076923,0.595330739299611
"SEA",0.0172309618949256,0.432432432432432,0.0913269283680057,0.503401360544218,-0.080019994100992,0.339285714285714,0.567567567567568
"STL",-0.0582268041989593,0.407582938388626,-0.070773841948914,0.397260273972603,-0.0300442270990611,0.430769230769231,0.691943127962085
"TB",-0.0549866824513574,0.368686868686869,-0.0155421119644481,0.380952380952381,-0.124014680803449,0.347222222222222,0.636363636363636
"XFL",-0.0303917509452452,0.421558704453441,-0.026165590726829,0.431986809563067,-0.0371104040840903,0.404980340760157,0.613866396761134
