"GAMEID","WEEK","QTR","START","POS","DEF","PASSER","TARGET","AIR YARDS","NOTES","PlayIden","play_id"
15,4,1,"4:04","HOU","DAL","P.WALKER","N.HOLLEY",4,NA,"15_1_4:04",26283
15,4,1,"2:59","HOU","DAL","P.WALKER","K.LEWIS",12,NA,"15_1_2:59",26297
15,4,1,"1:14","DAL","HOU","L.JONES","J.CROCKETT",13,NA,"15_1_1:14",26342
15,4,1,"1:07","HOU","DAL","P.WALKER","C.PHILLIPS",8,NA,"15_1_1:07",26349
15,4,1,"0:27","HOU","DAL","P.WALKER","N.HOLLEY",7,NA,"15_1_0:27",26358
15,4,2,"15:00","HOU","DAL","P.WALKER","S.MOBLEY",0,NA,"15_2_15:00",26364
15,4,2,"14:35","HOU","DAL","P.WALKER","K.LEWIS",4,NA,"15_2_14:35",26372
15,4,2,"14:04","HOU","DAL","P.WALKER","N.HOLLEY",6,NA,"15_2_14:04",NA
15,4,2,"13:59","DAL","HOU","L.JONES","J.FERGUSON",-2,NA,"15_2_13:59",26384
15,4,2,"12:06","DAL","HOU","L.JONES","D.PARHAM",4,NA,"15_2_12:06",26434
15,4,2,"11:37","DAL","HOU","L.JONES","D.PARHAM",7,NA,"15_2_11:37",26440
15,4,2,"9:35","HOU","DAL","P.WALKER","K.LEWIS",2,NA,"15_2_9:35",26484
15,4,2,"8:31","HOU","DAL","P.WALKER","B.JACKSON",-4,NA,"15_2_8:31",26500
15,4,2,"7:38","DAL","HOU","L.JONES","C.ARTIS-PAYNE",-4,NA,"15_2_7:38",26520
15,4,2,"5:52","HOU","DAL","P.WALKER","S.MOBLEY",38,NA,"15_2_5:52",26555
15,4,2,"5:30","HOU","DAL","P.WALKER","A.WILLIAMS",-1,NA,"15_2_5:30",26563
15,4,2,"5:04","HOU","DAL","P.WALKER","A.WILLIAMS",-4,NA,"15_2_5:04",26570
15,4,2,"4:23","HOU","DAL","P.WALKER","N.HOLLEY",-3,NA,"15_2_4:23",NA
15,4,2,"3:45","HOU","DAL","P.WALKER","K.LEWIS",0,"batted at LOS","15_2_3:45",NA
15,4,2,"3:07","DAL","HOU","L.JONES","J.FERGUSON",-2,NA,"15_2_3:07",26595
15,4,2,"2:38","DAL","HOU","L.JONES","J.BADET",9,NA,"15_2_2:38",26603
15,4,2,"2:18","DAL","HOU","L.JONES","D.PARHAM",0,NA,"15_2_2:18",26619
15,4,2,"2:00","DAL","HOU","L.JONES","D.PARHAM",5,NA,"15_2_2:00",26627
15,4,2,"1:46","DAL","HOU","L.JONES","J.FERGUSON",8,NA,"15_2_1:46",26634
15,4,2,"1:27","DAL","HOU","L.JONES","J.BADET",10,NA,"15_2_1:27",NA
15,4,2,"1:21","DAL","HOU","L.JONES","J.FERGUSON",-3,NA,"15_2_1:21",26656
15,4,2,"1:06","DAL","HOU","L.JONES","L.DUNBAR",-4,NA,"15_2_1:06",26664
15,4,2,"0:36","HOU","DAL","P.WALKER","C.PHILLIPS",15,NA,"15_2_0:36",26694
15,4,2,"0:28","HOU","DAL","P.WALKER","N.HOLLEY",17,"pbp has 0:28","15_2_0:28",26701
15,4,2,"0:23","HOU","DAL","P.WALKER","N.HOLLEY",6,NA,"15_2_0:23",26708
15,4,2,"0:07","HOU","DAL","P.WALKER","K.LEWIS",13,NA,"15_2_0:07",26716
15,4,3,"14:53","DAL","HOU","L.JONES","C.ARTIS-PAYNE",-5,NA,"15_3_14:53",26739
15,4,3,"13:49","DAL","HOU","L.JONES","F.NAGEL",5,NA,"15_3_13:49",26752
15,4,3,"12:57","HOU","DAL","P.WALKER","K.LEWIS",0,"pass batted at LOS","15_3_12:57",NA
15,4,3,"12:32","HOU","DAL","P.WALKER","J.BUTLER",-7,NA,"15_3_12:32",NA
15,4,3,"12:02","HOU","DAL","P.WALKER","S.COATES",9,NA,"15_3_12:02",NA
15,4,3,"11:28","HOU","DAL","P.WALKER","K.LEWIS",29,NA,"15_3_11:28",26789
15,4,3,"11:00","HOU","DAL","P.WALKER","R.MALONE",14,NA,"15_3_11:00",26819
15,4,3,"10:02","DAL","HOU","L.JONES","D.PARHAM",8,NA,"15_3_10:02",26827
15,4,3,"9:32","HOU","DAL","P.WALKER","S.MOBLEY",10,NA,"15_3_9:32",28739
15,4,3,"6:55","HOU","DAL","P.WALKER","N.HOLLEY",18,NA,"15_3_6:55",NA
15,4,3,"6:28","HOU","DAL","P.WALKER","K.LEWIS",-2,NA,"15_3_6:28",26882
15,4,3,"5:59","HOU","DAL","P.WALKER","K.LEWIS",5,NA,"15_3_5:59",NA
15,4,3,"5:23","HOU","DAL","P.WALKER","B.JACKSON",19,NA,"15_3_5:23",26895
15,4,3,"3:51","DAL","HOU","L.JONES","D.PARHAM",5,NA,"15_3_3:51",NA
15,4,3,"3:17","DAL","HOU","L.JONES","D.PARHAM",5,NA,"15_3_3:17",NA
15,4,3,"2:50","DAL","HOU","L.JONES","F.NAGEL",18,NA,"15_3_2:50",26955
15,4,3,"2:12","DAL","HOU","L.JONES","L.DUNBAR",-3,"pbp has throwaway","15_3_2:12",26960
15,4,3,"1:50","DAL","HOU","L.JONES","L.DUNBAR",-3,NA,"15_3_1:50",NA
15,4,3,"1:05","DAL","HOU","L.JONES","F.NAGEL",3,NA,"15_3_1:05",26975
15,4,3,"0:29","HOU","DAL","P.WALKER","N.HOLLEY",7,NA,"15_3_0:29",27002
15,4,4,"15:00","HOU","DAL","P.WALKER","K.LEWIS",-1,NA,"15_4_15:00",27007
15,4,4,"14:35","HOU","DAL","P.WALKER","S.COATES",-3,NA,"15_4_14:35",NA
15,4,4,"12:21","DAL","HOU","L.JONES","F.NAGEL",8,NA,"15_4_12:21",27043
15,4,4,"11:32","DAL","HOU","L.JONES","C.ARTIS-PAYNE",-4,NA,"15_4_11:32",27084
15,4,4,"11:10","DAL","HOU","L.JONES","J.BADET",6,NA,"15_4_11:10",27089
15,4,4,"10:50","DAL","HOU","L.JONES","C.ARTIS-PAYNE",-9,NA,"15_4_10:50",NA
15,4,4,"9:28","HOU","DAL","P.WALKER","B.JACKSON",19,NA,"15_4_9:28",27132
15,4,4,"8:04","DAL","HOU","L.JONES","J.BADET",13,NA,"15_4_8:04",27146
15,4,4,"7:40","DAL","HOU","L.JONES","D.PARHAM",10,NA,"15_4_7:40",27155
15,4,4,"7:10","DAL","HOU","L.JONES","C.ARTIS-PAYNE",0,NA,"15_4_7:10",28744
15,4,4,"6:10","DAL","HOU","L.JONES","C.ARTIS-PAYNE",-4,NA,"15_4_6:10",27173
15,4,4,"5:48","DAL","HOU","L.JONES","F.NAGEL",1,NA,"15_4_5:48",27180
15,4,4,"5:12","DAL","HOU","L.JONES","D.PARHAM",6,NA,"15_4_5:12",28743
15,4,4,"4:19","DAL","HOU","P.NELSON","J.BADET",14,NA,"15_4_4:19",27198
15,4,4,"3:49","DAL","HOU","P.NELSON","J.BADET",5,NA,"15_4_3:49",NA
15,4,4,"3:25","DAL","HOU","P.NELSON","F.MARTINO",4,NA,"15_4_3:25",27219
15,4,4,"2:00","DAL","HOU","P.NELSON","F.NAGEL",0,"pbp has this as a qb fumble lol","15_4_2:00",27334
15,4,4,"1:47","HOU","DAL","P.WALKER","R.MALONE",6,NA,"15_4_1:47",27271
15,4,4,"0:40","HOU","DAL","P.WALKER","R.MALONE",2,NA,"15_4_0:40",27290
16,4,1,"13:44","DC","TB","C.JONES","D.THOMPKINS",19,NA,"16_1_13:44",27324
16,4,1,"13:04","TB","DC","T.CORNELIUS","J.TOLLIVER",-2,NA,"16_1_13:04",27340
16,4,1,"12:18","TB","DC","T.CORNELIUS","J.TOLLIVER",4,NA,"16_1_12:18",27354
16,4,1,"12:00","TB","DC","T.CORNELIUS","D.WILLIAMS",35,NA,"16_1_12:00",27362
16,4,1,"8:28","DC","TB","C.JONES","E.ROGERS",-2,NA,"16_1_8:28",27436
16,4,1,"7:19","DC","TB","C.JONES","D.PUMPHREY",5,NA,"16_1_7:19",27455
16,4,1,"3:38","TB","DC","T.CORNELIUS","D.WILLIAMS",6,NA,"16_1_3:38",27513
16,4,1,"3:07","TB","DC","T.CORNELIUS","D.WILLIAMS",33,NA,"16_1_3:07",27518
16,4,1,"2:39","TB","DC","T.CORNELIUS","D.SMITH",2,NA,"16_1_2:39",NA
16,4,1,"1:51","TB","DC","T.CORNELIUS","D.SMITH",2,NA,"16_1_1:51",NA
16,4,1,"1:20","TB","DC","T.CORNELIUS","R.HORN",2,NA,"16_1_1:20",NA
16,4,2,"14:49","TB","DC","T.CORNELIUS","R.DAVIS",-4,"jet sweep","16_2_14:49",27589
16,4,2,"14:11","TB","DC","T.CORNELIUS","D.WILLIAMS",13,NA,"16_2_14:11",NA
16,4,2,"13:41","TB","DC","T.CORNELIUS","D.GOOLSBY",11,NA,"16_2_13:41",27602
16,4,2,"13:26","DC","TB","C.JONES","E.ROGERS",6,NA,"16_2_13:26",27631
16,4,2,"12:50","DC","TB","C.JONES","R.ROSS",41,NA,"16_2_12:50",28750
16,4,2,"12:19","DC","TB","C.JONES","E.ROGERS",7,NA,"16_2_12:19",27651
16,4,2,"11:50","DC","TB","C.JONES","R.ROSS",6,NA,"16_2_11:50",27653
16,4,2,"10:54","DC","TB","C.JONES","D.PUMPHREY",-2,NA,"16_2_10:54",27670
16,4,2,"10:27","DC","TB","C.JONES","M.DUPRE",11,NA,"16_2_10:27",27675
16,4,2,"9:18","DC","TB","C.JONES","M.DUPRE",25,NA,"16_2_9:18",NA
16,4,2,"7:50","TB","DC","T.CORNELIUS","D.WILLIAMS",11,NA,"16_2_7:50",27715
16,4,2,"7:13","TB","DC","T.CORNELIUS","R.HORN",-2,NA,"16_2_7:13",NA
16,4,2,"6:23","TB","DC","T.CORNELIUS","D.GOOLSBY",10,NA,"16_2_6:23",27738
16,4,2,"5:49","TB","DC","T.CORNELIUS","S.GREEN",6,NA,"16_2_5:49",27744
16,4,2,"5:21","TB","DC","T.CORNELIUS","D.SMITH",-4,NA,"16_2_5:21",NA
16,4,2,"4:38","TB","DC","T.CORNELIUS","R.DAVIS",-3,NA,"16_2_4:38",NA
16,4,2,"3:33","DC","TB","C.JONES","R.ROSS",5,NA,"16_2_3:33",27797
16,4,2,"3:10","DC","TB","C.JONES","R.ROSS",14,NA,"16_2_3:10",27804
16,4,2,"2:34","DC","TB","C.JONES","D.THOMPKINS",39,NA,"16_2_2:34",27810
16,4,2,"2:00","DC","TB","C.JONES","E.ROGERS",7,NA,"16_2_2:00",27818
16,4,2,"1:56","DC","TB","C.JONES","E.ROGERS",23,NA,"16_2_1:56",27824
16,4,3,"14:33","TB","DC","T.CORNELIUS","D.WILLIAMS",-3,NA,"16_3_14:33",NA
16,4,3,"12:44","TB","DC","T.CORNELIUS","D.WILLIAMS",-3,NA,"16_3_12:44",27918
16,4,3,"12:05","TB","DC","T.CORNELIUS","R.HORN",-3,NA,"16_3_12:05",NA
16,4,3,"11:30","TB","DC","T.CORNELIUS","R.HORN",1,NA,"16_3_11:30",NA
16,4,3,"9:26","DC","TB","C.JONES","E.ROGERS",5,NA,"16_3_9:26",NA
16,4,3,"8:19","TB","DC","T.CORNELIUS","J.TOLLIVER",18,NA,"16_3_8:19",27988
16,4,3,"7:42","TB","DC","T.CORNELIUS","D.GOOLSBY",9,NA,"16_3_7:42",NA
16,4,3,"7:11","TB","DC","T.CORNELIUS","R.HORN",-3,NA,"16_3_7:11",NA
16,4,3,"6:49","TB","DC","T.CORNELIUS","R.HORN",20,NA,"16_3_6:49",NA
16,4,3,"6:38","DC","TB","C.JONES","E.ROGERS",20,NA,"16_3_6:38",28024
16,4,3,"5:41","DC","TB","C.JONES","R.ROSS",31,NA,"16_3_5:41",28751
16,4,3,"5:03","TB","DC","T.CORNELIUS","D.WILLIAMS",-3,NA,"16_3_5:03",NA
16,4,3,"3:52","DC","TB","C.JONES","D.THOMPKINS",8,NA,"16_3_3:52",28098
16,4,3,"1:14","TB","DC","T.CORNELIUS","D.WILLIAMS",-3,NA,"16_3_1:14",28159
16,4,4,"14:28","TB","DC","T.CORNELIUS","D.WILLIAMS",-2,NA,"16_4_14:28",NA
16,4,4,"14:04","TB","DC","T.CORNELIUS","J.TOLLIVER",-2,NA,"16_4_14:04",NA
16,4,4,"12:24","TB","DC","T.CORNELIUS","C.THOMPSON",10,NA,"16_4_12:24",NA
16,4,4,"10:44","TB","DC","T.CORNELIUS","D.WILLIAMS",8,NA,"16_4_10:44",28243
16,4,4,"10:04","DC","TB","C.JONES","D.PUMPHREY",-1,NA,"16_4_10:04",28264
16,4,4,"9:33","DC","TB","C.JONES","R.ROSS",43,NA,"16_4_9:33",28270
16,4,4,"8:29","DC","TB","C.JONES","R.ROSS",-1,NA,"16_4_8:29",28285
16,4,4,"7:07","DC","TB","T.JACKSON","E.ROGERS",-3,NA,"16_4_7:07",NA
16,4,4,"3:47","DC","TB","T.JACKSON","E.ROGERS",4,NA,"16_4_3:47",28348
17,5,1,"14:53","HOU","SEA","P.WALKER","C.PHILLIPS",24,NA,"17_1_14:53",28776
17,5,1,"14:24","HOU","SEA","P.WALKER","S.MOBLEY",-1,NA,"17_1_14:24",28784
17,5,1,"13:59","HOU","SEA","P.WALKER","C.PHILLIPS",4,NA,"17_1_13:59",28793
17,5,1,"12:46","HOU","SEA","P.WALKER","N.HOLLEY",12,NA,"17_1_12:46",NA
17,5,1,"12:16","HOU","SEA","P.WALKER","C.PHILLIPS",4,NA,"17_1_12:16",28813
17,5,1,"10:14","SEA","HOU","B.DANIELS","D.BYRD",3,NA,"17_1_10:14",28850
17,5,1,"8:32","SEA","HOU","B.DANIELS","B.JOHNSON",-2,NA,"17_1_8:32",28884
17,5,1,"7:29","SEA","HOU","B.DANIELS","A.MOORE",34,NA,"17_1_7:29",28888
17,5,1,"6:43","SEA","HOU","B.DANIELS","C.HAMLETT",18,NA,"17_1_6:43",28911
17,5,1,"6:21","SEA","HOU","B.DANIELS","A.PROEHL",5,NA,"17_1_6:21",28918
17,5,1,"2:14","HOU","SEA","P.WALKER","C.PHILLIPS",6,NA,"17_1_2:14",NA
17,5,1,"1:41","HOU","SEA","P.WALKER","K.LEWIS",5,NA,"17_1_1:41",28994
17,5,1,"11:15","HOU","SEA","P.WALKER","S.MOBLEY",11,NA,"17_1_11:15",NA
17,5,2,"14:24","HOU","SEA","P.WALKER","S.MOBLEY",11,NA,"17_2_14:24",29043
17,5,2,"12:49","SEA","HOU","B.DANIELS","A.MOORE",-3,NA,"17_2_12:49",NA
17,5,2,"12:14","SEA","HOU","B.DANIELS","A.MOORE",3,NA,"17_2_12:14",NA
17,5,2,"10:02","SEA","HOU","B.DANIELS","E.RODRIGUEZ",6,NA,"17_2_10:02",29122
17,5,2,"8:43","HOU","SEA","P.WALKER","K.LEWIS",0,NA,"17_2_8:43",NA
17,5,2,"8:03","HOU","SEA","P.WALKER","C.PHILLIPS",-3,NA,"17_2_8:03",29166
17,5,2,"7:27","HOU","SEA","P.WALKER","N.HOLLEY",4,NA,"17_2_7:27",29173
17,5,2,"6:27","HOU","SEA","P.WALKER","N.HOLLEY",12,NA,"17_2_6:27",NA
17,5,2,"5:21","SEA","HOU","B.DANIELS","D.BYRD",27,NA,"17_2_5:21",NA
17,5,2,"5:02","SEA","HOU","B.DANIELS","C.HAMLETT",5,NA,"17_2_5:02",NA
17,5,2,"3:43","SEA","HOU","B.DANIELS","K.REYNOLDS",10,NA,"17_2_3:43",29251
17,5,2,"3:17","SEA","HOU","B.DANIELS","D.BYRD",3,NA,"17_2_3:17",29258
17,5,2,"2:33","HOU","SEA","P.WALKER","S.MOBLEY",40,NA,"17_2_2:33",29289
17,5,2,"2:09","HOU","SEA","P.WALKER","C.PHILLIPS",10,NA,"17_2_2:09",NA
17,5,2,"1:37","HOU","SEA","P.WALKER","C.PHILLIPS",13,NA,"17_2_1:37",29305
17,5,2,"1:15","HOU","SEA","P.WALKER","B.JACKSON",3,NA,"17_2_1:15",29312
17,5,3,"14:31","SEA","HOU","B.DANIELS","K.REYNOLDS",4,NA,"17_3_14:31",29445
17,5,3,"14:12","SEA","HOU","B.DANIELS","A.PROEHL",9,NA,"17_3_14:12",29461
17,5,3,"13:07","SEA","HOU","B.DANIELS","A.MOORE",8,NA,"17_3_13:07",29496
17,5,3,"12:42","SEA","HOU","B.DANIELS","A.PROEHL",30,NA,"17_3_12:42",29551
17,5,3,"10:08","HOU","SEA","P.WALKER","J.BUTLER",-5,NA,"17_3_10:08",29603
17,5,3,"9:15","HOU","SEA","P.WALKER","S.MOBLEY",4,NA,"17_3_9:15",NA
17,5,3,"8:49","HOU","SEA","P.WALKER","J.BUTLER",-4,NA,"17_3_8:49",29690
17,5,3,"8:04","HOU","SEA","P.WALKER","C.PHILLIPS",41,NA,"17_3_8:04",NA
17,5,3,"3:14","HOU","SEA","P.WALKER","N.HOLLEY",5,NA,"17_3_3:14",29863
17,5,3,"2:43","HOU","SEA","P.WALKER","C.PHILLIPS",15,NA,"17_3_2:43",29877
17,5,3,"1:35","HOU","SEA","P.WALKER","S.MOBLEY",23,NA,"17_3_1:35",NA
17,5,3,"0:50","SEA","HOU","B.DANIELS","C.JETER",3,NA,"17_3_0:50",29985
17,5,4,"14:49","HOU","SEA","P.WALKER","S.MOBLEY",-4,NA,"17_4_14:49",30023
17,5,4,"14:22","HOU","SEA","P.WALKER","K.LEWIS",0,NA,"17_4_14:22",NA
17,5,4,"13:50","HOU","SEA","P.WALKER","K.LEWIS",0,NA,"17_4_13:50",NA
17,5,4,"13:21","HOU","SEA","P.WALKER","S.MOBLEY",5,NA,"17_4_13:21",30065
17,5,4,"12:48","HOU","SEA","P.WALKER","R.MALONE",4,NA,"17_4_12:48",30076
17,5,4,"11:44","HOU","SEA","P.WALKER","N.HOLLEY",8,NA,"17_4_11:44",NA
17,5,4,"9:36","HOU","SEA","P.WALKER","K.LEWIS",5,NA,"17_4_9:36",NA
17,5,4,"9:07","HOU","SEA","P.WALKER","C.PHILLIPS",5,NA,"17_4_9:07",NA
17,5,4,"8:20","SEA","HOU","B.DANIELS","R.MWEHLA",4,NA,"17_4_8:20",30234
17,5,4,"7:42","SEA","HOU","B.DANIELS","R.MWEHLA",7,NA,"17_4_7:42",30245
17,5,4,"6:33","HOU","SEA","P.WALKER","S.MOBLEY",23,NA,"17_4_6:33",30294
17,5,4,"6:05","HOU","SEA","P.WALKER","R.MALONE",-2,NA,"17_4_6:05",NA
17,5,4,"5:39","HOU","SEA","P.WALKER","C.PHILLIPS",10,NA,"17_4_5:39",30315
17,5,4,"4:35","HOU","SEA","P.WALKER","J.BUTLER",-5,NA,"17_4_4:35",NA
17,5,4,"3:36","HOU","SEA","P.WALKER","C.PHILLIPS",7,NA,"17_4_3:36",30373
17,5,4,"3:22","SEA","HOU","B.DANIELS","A.PROEHL",15,NA,"17_4_3:22",30415
17,5,4,"2:51","SEA","HOU","B.DANIELS","A.PROEHL",3,NA,"17_4_2:51",30427
17,5,4,"2:32","SEA","HOU","B.DANIELS","K.REYNOLDS",10,NA,"17_4_2:32",30435
17,5,4,"1:37","HOU","SEA","P.WALKER","C.PHILLIPS",33,NA,"17_4_1:37",30514
18,5,1,"14:33","DAL","NY","P.NELSON","L.DUNBAR",-2,NA,"18_1_14:33",30591
18,5,1,"14:12","DAL","NY","P.NELSON","J.BADET",9,NA,"18_1_14:12",NA
18,5,1,"13:52","DAL","NY","P.NELSON","F.MARTINO",30,NA,"18_1_13:52",NA
18,5,1,"12:34","DAL","NY","P.NELSON","D.PARHAM",14,NA,"18_1_12:34",NA
18,5,1,"12:13","DAL","NY","P.NELSON","F.NAGEL",5,NA,"18_1_12:13",30649
18,5,1,"11:10","DAL","NY","P.NELSON","D.PARHAM",8,NA,"18_1_11:10",NA
18,5,1,"8:29","NY","DAL","L.PEREZ","D.VICTOR",-3,NA,"18_1_8:29",30709
18,5,1,"7:11","NY","DAL","L.PEREZ","J.HORN",8,NA,"18_1_7:11",NA
18,5,1,"6:32","DAL","NY","P.NELSON","J.BADET",-2,NA,"18_1_6:32",30748
18,5,1,"6:09","DAL","NY","P.NELSON","C.ARTIS-PAYNE",3,NA,"18_1_6:09",30755
18,5,1,"5:35","DAL","NY","P.NELSON","S.PRICE",1,NA,"18_1_5:35",NA
18,5,1,"5:05","DAL","NY","P.NELSON","F.NAGEL",-4,NA,"18_1_5:05",30783
18,5,1,"4:37","DAL","NY","P.NELSON","L.DUNBAR",0,NA,"18_1_4:37",NA
18,5,1,"4:04","DAL","NY","P.NELSON","F.MARTINO",28,NA,"18_1_4:04",30787
18,5,1,"3:04","NY","DAL","L.PEREZ","J.HORN",21,NA,"18_1_3:04",NA
18,5,1,"2:42","NY","DAL","L.PEREZ","M.MCKAY",22,NA,"18_1_2:42",30818
18,5,1,"2:14","NY","DAL","L.PEREZ","N/A",10,NA,"18_1_2:14",NA
18,5,1,"0:30","DAL","NY","P.NELSON","C.ARTIS-PAYNE",0,NA,"18_1_0:30",30856
18,5,2,"14:16","NY","DAL","L.PEREZ","E.BIBBS",3,NA,"18_2_14:16",30877
18,5,2,"13:38","NY","DAL","L.PEREZ","M.MCKAY",23,NA,"18_2_13:38",NA
18,5,2,"12:58","NY","DAL","L.PEREZ","C.PEARSON",9,NA,"18_2_12:58",NA
18,5,2,"11:55","NY","DAL","L.PEREZ","T.REDDING",17,NA,"18_2_11:55",30908
18,5,2,"9:59","NY","DAL","L.PEREZ","T.REDDING",8,NA,"18_2_9:59",30926
18,5,2,"9:27","NY","DAL","L.PEREZ","A.DUKE",5,NA,"18_2_9:27",30931
18,5,2,"9:00","NY","DAL","L.PEREZ","N/A",0,NA,"18_2_9:00",30939
18,5,2,"8:27","DAL","NY","P.NELSON","L.DUNBAR",-4,NA,"18_2_8:27",30961
18,5,2,"8:00","DAL","NY","P.NELSON","L.DUNBAR",2,NA,"18_2_8:00",30973
18,5,2,"6:46","DAL","NY","P.NELSON","J.CROCKETT",9,NA,"18_2_6:46",NA
18,5,2,"6:27","DAL","NY","P.NELSON","J.FERGUSON",12,NA,"18_2_6:27",30989
18,5,2,"5:53","DAL","NY","P.NELSON","J.BADET",10,NA,"18_2_5:53",NA
18,5,2,"5:10","DAL","NY","P.NELSON","J.BADET",30,NA,"18_2_5:10",NA
18,5,2,"2:20","NY","DAL","L.PEREZ","M.MCKAY",27,NA,"18_2_2:20",NA
18,5,2,"2:00","NY","DAL","L.PEREZ","J.HORN",7,NA,"18_2_2:00",31054
18,5,2,"1:56","NY","DAL","L.PEREZ","J.STOCKTON",3,NA,"18_2_1:56",31061
18,5,2,"1:32","NY","DAL","L.PEREZ","C.PEARSON",0,NA,"18_2_1:32",31071
18,5,2,"1:25","DAL","NY","P.NELSON","J.BADET",4,NA,"18_2_1:25",31080
18,5,2,"1:21","DAL","NY","P.NELSON","F.MARTINO",1,NA,"18_2_1:21",31087
18,5,2,"1:01","DAL","NY","P.NELSON","C.ARTIS-PAYNE",-4,NA,"18_2_1:01",31104
18,5,2,"0:25","DAL","NY","P.NELSON","D.PARHAM",19,NA,"18_2_0:25",31125
18,5,2,"0:16","DAL","NY","P.NELSON","D.PARHAM",18,NA,"18_2_0:16",31132
18,5,2,"0:10","DAL","NY","P.NELSON","J.FERGUSON",18,NA,"18_2_0:10",31137
18,5,3,"14:22","NY","DAL","L.PEREZ","M.MCKAY",11,NA,"18_3_14:22",NA
18,5,3,"13:55","NY","DAL","L.PEREZ","M.MCKAY",15,NA,"18_3_13:55",NA
18,5,3,"13:15","NY","DAL","L.PEREZ","T.REDDING",10,NA,"18_3_13:15",NA
18,5,3,"12:37","NY","DAL","L.PEREZ","M.MCKAY",5,NA,"18_3_12:37",31202
18,5,3,"11:27","NY","DAL","L.PEREZ","T.REDDING",1,NA,"18_3_11:27",31215
18,5,3,"10:17","DAL","NY","P.NELSON","J.BADET",5,NA,"18_3_10:17",NA
18,5,3,"9:59","DAL","NY","P.NELSON","L.DUNBAR",-4,"first pass","18_3_9:59",31271
18,5,3,"9:59","DAL","NY","P.NELSON","J.FERGUSON",12,"second pass","18_3_9:59",31271
18,5,3,"7:40","NY","DAL","L.PEREZ","J.POWELL",-3,NA,"18_3_7:40",31307
18,5,3,"7:10","NY","DAL","L.PEREZ","T.REDDING",10,NA,"18_3_7:10",31316
18,5,3,"6:39","NY","DAL","L.PEREZ","M.MCKAY",16,NA,"18_3_6:39",31335
18,5,3,"6:31","DAL","NY","P.NELSON","C.ARTIS-PAYNE",13,NA,"18_3_6:31",31341
18,5,3,"5:27","DAL","NY","P.NELSON","F.NAGEL",4,NA,"18_3_5:27",31368
18,5,3,"4:57","DAL","NY","P.NELSON","F.NAGEL",2,NA,"18_3_4:57",NA
18,5,3,"4:25","DAL","NY","P.NELSON","J.FERGUSON",27,NA,"18_3_4:25",NA
18,5,3,"3:59","DAL","NY","P.NELSON","F.NAGEL",1,NA,"18_3_3:59",NA
18,5,3,"3:31","NY","DAL","L.PEREZ","C.PEARSON",32,NA,"18_3_3:31",31394
18,5,3,"3:11","DAL","NY","P.NELSON","D.PARHAM",1,NA,"18_3_3:11",31420
18,5,3,"2:48","DAL","NY","P.NELSON","J.BADET",-4,"INT","18_3_2:48",31429
18,5,3,"0:52","NY","DAL","L.PEREZ","D.VICTOR",-2,NA,"18_3_0:52",31498
18,5,4,"15:00","NY","DAL","L.PEREZ","C.PEARSON",8,NA,"18_4_15:00",31515
18,5,4,"12:21","NY","DAL","L.PEREZ","C.PEARSON",5,NA,"18_4_12:21",31565
18,5,4,"11:31","NY","DAL","L.PEREZ","J.POWELL",6,NA,"18_4_11:31",31572
18,5,4,"9:33","NY","DAL","L.PEREZ","C.PEARSON",3,NA,"18_4_9:33",31593
18,5,4,"8:41","DAL","NY","P.NELSON","J.CROCKETT",3,NA,"18_4_8:41",31615
18,5,4,"8:21","DAL","NY","P.NELSON","J.BADET",2,NA,"18_4_8:21",31620
18,5,4,"7:56","DAL","NY","P.NELSON","F.NAGEL",13,NA,"18_4_7:56",31627
18,5,4,"6:58","DAL","NY","P.NELSON","J.CROCKETT",4,NA,"18_4_6:58",31642
18,5,4,"6:02","DAL","NY","P.NELSON","D.PARHAM",2,NA,"18_4_6:02",NA
18,5,4,"5:44","DAL","NY","P.NELSON","D.PARHAM",4,NA,"18_4_5:44",NA
18,5,4,"3:11","DAL","NY","P.NELSON","F.NAGEL",4,NA,"18_4_3:11",31731
18,5,4,"2:51","DAL","NY","P.NELSON","J.CROCKETT",4,NA,"18_4_2:51",31738
18,5,4,"2:29","DAL","NY","P.NELSON","D.PARHAM",5,NA,"18_4_2:29",31750
18,5,4,"2:09","DAL","NY","P.NELSON","D.PARHAM",3,NA,"18_4_2:09",31752
18,5,4,"1:56","DAL","NY","P.NELSON","F.NAGEL",20,NA,"18_4_1:56",31789
18,5,4,"1:50","DAL","NY","P.NELSON","A.WALTER",-3,NA,"18_4_1:50",31788
18,5,4,"1:39","DAL","NY","P.NELSON","A.WALTER",-3,NA,"18_4_1:39",31784
18,5,4,"1:33","DAL","NY","P.NELSON","J.CROCKETT",10,NA,"18_4_1:33",31791
18,5,4,"1:30","DAL","NY","P.NELSON","F.NAGEL",3,NA,"18_4_1:30",31798
18,5,4,"1:18","DAL","NY","P.NELSON","A.WALTER",4,NA,"18_4_1:18",31805
19,5,1,"12:31","DC","STL","C.JONES","D.THOMPKINS",20,NA,"19_1_12:31",31890
19,5,1,"11:58","STL","DC","J.TA'AMU","L.WASHINGTON",39,NA,"19_1_11:58",31905
19,5,1,"8:37","DC","STL","C.JONES","J.PRESSLEY",26,NA,"19_1_8:37",31960
19,5,1,"3:46","STL","DC","J.TA'AMU","M.JONES",-2,NA,"19_1_3:46",32035
19,5,1,"1:02","DC","STL","T.JACKSON","K.LEE",9,NA,"19_1_1:02",32084
