"DAL_Rating","DC_Rating","HOU_Rating","LA_Rating","NY_Rating","SEA_Rating","STL_Rating","TB_Rating","DAL_Wins","DC_Wins","HOU_Wins","LA_Wins","NY_Wins","SEA_Wins","STL_Wins","TB_Wins","WEST_REG_CHAMP","EAST_REG_CHAMP","WEST_RU","EAST_RU","XFL_RU","XFL_CHAMP","WeeklyWinner1","WeeklyWinner2","WeeklyWinner3","WeeklyWinner4"
1469.95797719443,1499.64479680208,1583.08430260195,1453.97648604111,1569.87593268517,1419.4231526998,1510.50042031042,1493.53693166505,3,6,9,3,7,3,5,4,"HOU","NY","HOU","DC","DAL","NY","NY","DC","HOU","LA"
1513.81300952056,1488.13451543969,1574.10386599763,1455.49253685001,1526.54314384429,1438.91517156947,1526.99532743301,1476.00242934532,6,5,7,3,6,4,6,3,"HOU","STL","DAL","NY","STL","HOU","NY","DC","HOU","LA"
1444.10244928771,1471.17675361309,1574.08959101295,1503.86946594345,1525.56225321707,1440.41893061249,1546.76712484117,1494.01343147208,2,4,7,6,6,4,7,4,"HOU","STL","LA","NY","STL","HOU","NY","STL","HOU","LA"
1495.32142590495,1470.17188505345,1590.85138737623,1437.61814846183,1554.82996177179,1437.81360685374,1520.89071951828,1492.50286505973,5,4,9,2,6,4,6,4,"HOU","NY","DAL","STL","HOU","NY","NY","DC","HOU","TB"
1494.82153223241,1510.11727999129,1553.83591631159,1436.44695877691,1545.53268879377,1398.42950162615,1568.90260272659,1491.91351954129,5,6,7,2,7,2,7,4,"HOU","STL","DAL","NY","HOU","STL","NY","STL","HOU","TB"
1493.95485742917,1473.610692387,1573.29481227377,1490.83775582649,1524.58489475059,1403.37143811112,1545.86541255292,1494.48013666894,5,4,7,5,6,2,7,4,"HOU","STL","DAL","NY","STL","HOU","NY","STL","HOU","LA"
1463.34363959995,1471.06237894774,1609.20547057709,1417.52598084748,1498.14854487795,1451.08966683254,1553.07923001737,1536.54508829988,3,4,9,1,4,5,8,6,"HOU","STL","SEA","STL","TB","HOU","NY","STL","HOU","TB"
1513.35313367468,1472.51946531906,1609.59643665566,1474.38315788764,1520.52048532456,1401.37310259998,1533.20074607696,1475.05347246148,6,4,9,4,5,2,7,3,"HOU","STL","DAL","STL","NY","HOU","NY","STL","HOU","LA"
1477.17623600134,1471.17767652786,1610.40289005608,1434.97804649341,1515.51186480019,1419.97963144348,1547.71000557566,1523.06364910197,4,4,9,2,5,3,7,6,"HOU","STL","DAL","TB","STL","HOU","NY","STL","HOU","TB"
1532.28953443975,1470.61331208696,1553.79933745952,1475.01898424164,1496.59135120204,1420.89760514971,1567.10132534202,1483.68855007836,7,4,7,4,4,3,7,4,"HOU","STL","DAL","TB","HOU","STL","NY","DC","HOU","TB"
1523.43243559769,1470.08326998906,1565.54473614526,1472.9060401181,1532.20283855442,1460.81041494461,1499.39250201905,1475.62776263181,6,4,8,4,5,5,5,3,"HOU","NY","HOU","STL","DAL","NY","NY","DC","HOU","LA"
1494.66997387673,1474.00993572268,1607.92193198858,1437.87446066539,1526.53805015755,1419.89595985317,1545.09797164658,1493.99171608931,5,4,9,2,6,3,7,4,"HOU","STL","DAL","NY","STL","HOU","NY","STL","HOU","TB"
1494.3068485792,1434.04191020377,1571.7191519421,1437.90225052282,1528.20698889749,1438.40793742149,1583.15638991223,1512.2585225209,5,2,8,2,6,4,8,5,"HOU","STL","DAL","NY","HOU","STL","NY","STL","HOU","TB"
1494.34107749727,1492.58776082045,1591.56108467644,1473.24992610549,1537.98597600233,1421.43943244164,1532.82142188208,1456.0133205743,5,5,8,4,6,3,7,2,"HOU","STL","DAL","STL","NY","HOU","NY","STL","HOU","LA"
1513.76639170772,1489.59222266616,1591.79528144283,1454.46058220434,1514.98217579289,1399.88720728082,1530.77663372214,1504.73950518311,6,5,8,3,5,2,6,5,"HOU","STL","DAL","TB","STL","HOU","NY","DC","HOU","LA"
1480.98325955595,1489.67230858995,1574.61386823487,1486.99359105977,1525.71273501148,1399.94187567585,1532.35982211273,1509.7225397594,4,5,7,5,6,2,6,5,"HOU","STL","LA","NY","STL","HOU","NY","DC","HOU","TB"
1476.82526446438,1490.06303500812,1552.10311578452,1473.78074948117,1555.29548443892,1419.44927029339,1521.05745125186,1511.42562927764,4,5,7,4,6,3,6,5,"HOU","NY","DAL","STL","HOU","NY","NY","STL","HOU","TB"
1493.91645240859,1488.52496928223,1591.7811779356,1472.35218819324,1525.50374380933,1422.32400500695,1547.31351402064,1458.28394934341,5,5,8,4,6,3,7,2,"HOU","STL","DAL","NY","STL","HOU","NY","DC","HOU","LA"
1525.05667944183,1511.34289784955,1564.35761796685,1454.48784201973,1513.2990053259,1402.46883829144,1553.95014946694,1475.03696963776,5,6,8,3,5,2,8,3,"HOU","STL","HOU","STL","DC","DAL","NY","DC","HOU","TB"
1507.3257303007,1453.44549996975,1564.14982910659,1475.32610976029,1477.2190615482,1437.77186353942,1596.26075636363,1488.50114941143,5,3,8,4,3,4,9,4,"HOU","STL","HOU","TB","DAL","STL","NY","STL","HOU","LA"
1505.49178130885,1469.57197593818,1583.97088829909,1435.89865944697,1516.02562170809,1419.41131698862,1549.70222734738,1519.92752896283,5,4,9,2,5,3,6,6,"HOU","TB","HOU","TB","DAL","STL","NY","DC","HOU","TB"
1463.3611812086,1499.37555799336,1588.23311197758,1436.42627634538,1516.07059597181,1452.71904820866,1508.0146464549,1535.79958183971,3,5,8,2,5,5,5,7,"HOU","TB","SEA","TB","DC","HOU","NY","STL","HOU","TB"
1523.61225831192,1482.14495123214,1547.88100881646,1492.35462139353,1550.19200129398,1440.4180598773,1471.03350955408,1492.36358952059,6,5,7,5,6,4,3,4,"HOU","NY","HOU","DC","DAL","NY","NY","DC","HOU","LA"
1493.95485742917,1453.1281524889,1572.93480752881,1490.83775582649,1558.82469489741,1403.37143811112,1532.98155709857,1493.96673661952,5,3,7,5,8,2,6,4,"HOU","NY","DAL","NY","STL","HOU","NY","STL","HOU","LA"
1526.56599933407,1514.2634269443,1565.92667112158,1490.35482409864,1513.89567460887,1422.47176938591,1512.49977511453,1454.02185939209,5,7,8,5,5,3,5,2,"HOU","DC","HOU","DC","STL","DAL","NY","DC","HOU","LA"
1495.28616800387,1499.41287534387,1612.19032237858,1452.9217303691,1496.55727306595,1420.93013317826,1565.09542016406,1457.6060774963,5,6,9,3,4,3,8,2,"HOU","STL","DAL","DC","STL","HOU","NY","DC","HOU","LA"
1522.94483014448,1484.21365856554,1565.46249539723,1436.34690511976,1496.03876337059,1458.82967195893,1578.56506127248,1457.598614171,6,5,8,2,4,5,8,2,"HOU","STL","HOU","DC","DAL","STL","NY","STL","HOU","LA"
1457.49760913732,1509.44296425374,1617.40628326056,1527.31228529631,1476.59382203462,1401.94019872817,1517.90952499304,1491.89731229623,3,6,10,6,3,2,6,4,"LA","STL","DAL","STL","DC","LA","NY","DC","HOU","LA"
1488.64880220989,1451.69714710569,1583.49656798713,1453.95661886756,1572.67987977053,1419.89258015302,1536.69646458793,1492.93193931826,4,3,9,3,7,3,7,4,"HOU","STL","HOU","STL","DAL","NY","NY","DC","HOU","LA"
1499.06021709649,1472.57205196881,1592.73325584526,1505.02728564676,1536.58534189313,1383.82347522428,1534.61644236211,1475.58192996315,5,4,8,6,6,1,7,3,"HOU","STL","LA","STL","NY","HOU","NY","STL","HOU","LA"
1496.64085826566,1508.84046050195,1610.41653312741,1454.96424431446,1496.54358190909,1457.7990121879,1498.73330121632,1476.0620084772,5,6,9,3,4,5,5,3,"HOU","DC","DAL","STL","DC","HOU","NY","DC","HOU","LA"
1508.83081448954,1510.40661618079,1564.57563745676,1454.99463163119,1534.45322016193,1418.41777682882,1492.05940706798,1516.26189618299,4,6,8,3,6,3,4,6,"HOU","TB","HOU","TB","DC","DAL","NY","DC","HOU","TB"
1495.68676843766,1491.67358244509,1587.62436188535,1454.51979969551,1521.93831547948,1402.38512556103,1510.4916104895,1535.68043600638,5,5,9,3,6,2,5,5,"HOU","NY","DAL","NY","HOU","TB","NY","DC","HOU","TB"
1456.39940220733,1488.08145653905,1616.44459092313,1490.64333894188,1521.96251502822,1401.92341039912,1510.43005527366,1514.11523068762,3,5,10,4,6,2,5,5,"LA","NY","DAL","NY","TB","LA","NY","DC","HOU","LA"
1513.32406818047,1452.37728104107,1591.72474515794,1475.85584843117,1522.9730670783,1438.26241052411,1567.96766036363,1437.51491922332,6,3,8,4,5,4,9,1,"HOU","STL","DAL","STL","NY","HOU","NY","STL","HOU","LA"
1463.63192030214,1562.29126723078,1528.19397644096,1495.27439888561,1533.8414252989,1439.38688625396,1521.27381317998,1456.10631240767,3,8,6,5,6,4,6,2,"HOU","DC","HOU","STL","LA","DC","NY","DC","HOU","LA"
1463.0257090993,1471.68343899128,1573.33600286822,1486.93009062484,1538.65551179668,1438.92667734479,1506.89247566608,1520.55009360882,3,4,7,5,6,4,5,6,"HOU","TB","LA","TB","NY","HOU","NY","STL","HOU","LA"
1464.43983274285,1488.07440906096,1571.87146497111,1504.98127415132,1515.48068923968,1420.91189790615,1516.78392073964,1517.4565111883,3,5,7,6,5,3,5,6,"HOU","TB","LA","TB","STL","HOU","NY","DC","HOU","TB"
1500.18710245297,1470.5610143089,1616.28392716697,1458.0118588504,1497.07996643667,1411.91823549418,1559.26151062532,1486.69638466458,4,4,10,3,4,3,8,4,"DAL","STL","SEA","TB","STL","DAL","NY","DC","HOU","TB"
1499.94228210954,1492.80831451003,1546.66190378253,1517.40667676851,1519.74308704504,1439.91374089259,1508.37759196686,1475.1464029249,5,5,7,5,6,4,5,3,"HOU","NY","HOU","NY","DC","LA","NY","DC","HOU","LA"
1492.02602396386,1502.80722802294,1573.1999287454,1473.8035568875,1533.40353643759,1402.35439398848,1547.45563414376,1474.94969781047,5,6,8,4,6,2,6,3,"HOU","STL","DAL","DC","HOU","STL","NY","STL","HOU","TB"
1512.4237834787,1453.03478436979,1573.73701114406,1419.44619561639,1545.46062022071,1456.68514408445,1583.65169870046,1455.56076238542,6,3,8,1,7,5,8,2,"HOU","STL","DAL","NY","HOU","STL","NY","STL","HOU","TB"
1463.44295188757,1452.21119016828,1589.91716473529,1470.33108629578,1514.94700996515,1418.46031709828,1535.15621178997,1555.53406805968,3,3,9,4,5,3,7,6,"HOU","STL","LA","STL","HOU","TB","NY","STL","HOU","TB"
1496.78293170159,1530.01756496641,1572.27625575566,1473.38336655809,1514.35503550345,1418.92675906158,1518.6597011328,1475.59838532043,5,6,8,4,5,3,6,3,"HOU","DC","DAL","STL","HOU","DC","NY","DC","HOU","LA"
1491.00050588552,1473.44774886507,1617.84102813077,1436.51469680928,1495.52541636713,1478.09033709695,1532.0204393682,1475.55982747708,5,4,10,2,4,5,7,3,"SEA","STL","DAL","STL","DC","SEA","NY","DC","HOU","LA"
1476.37083704134,1452.15520165337,1573.509081646,1472.82596042593,1571.2700774903,1420.46427777938,1520.50997780764,1512.89458615604,4,3,7,4,8,3,6,5,"HOU","NY","DAL","STL","NY","HOU","NY","STL","HOU","LA"
1501.9203375448,1487.1031424912,1593.23405156423,1487.56573928718,1538.49889903603,1419.43618347509,1517.64343835253,1454.59820824895,5,5,8,5,6,3,6,2,"HOU","STL","LA","STL","NY","HOU","NY","DC","HOU","LA"
1462.44173364554,1472.04115147313,1554.28603771362,1474.85159031862,1508.12857706773,1451.21541825651,1581.57644683374,1495.4590446911,3,4,7,4,5,5,8,4,"HOU","STL","SEA","NY","HOU","STL","NY","STL","HOU","LA"
1475.62052556317,1434.02278119244,1607.94978359443,1458.40650139541,1516.65687929461,1438.3817929687,1544.9894276347,1523.97230835654,4,2,9,3,5,4,7,6,"HOU","STL","DAL","TB","STL","HOU","NY","STL","HOU","TB"
1464.62799450866,1499.08931890038,1553.66597358998,1501.39499513779,1553.75617127245,1421.86899380296,1512.0192999685,1493.57725281928,3,6,7,6,6,3,5,4,"HOU","NY","LA","DC","HOU","NY","NY","DC","HOU","LA"
1556.53723265523,1450.59054037146,1532.60787832762,1454.92185960623,1548.91090083702,1440.32091175299,1519.46159001209,1496.64908643737,7,3,6,3,7,4,6,4,"DAL","NY","HOU","STL","NY","DAL","NY","DC","HOU","LA"
1506.20667378605,1453.08506326543,1564.46282567022,1417.91421486405,1573.59273009362,1418.41529340803,1552.85950117915,1513.46369773346,5,3,8,1,7,3,8,5,"HOU","STL","HOU","STL","DAL","NY","NY","STL","HOU","TB"
1482.84137112499,1491.71902866979,1545.39660635684,1418.10384116453,1516.55415102786,1500.12069073795,1533.97842477328,1511.28588614476,4,5,7,1,5,6,7,5,"HOU","STL","HOU","STL","DC","SEA","NY","DC","HOU","TB"
1482.88777002574,1528.01616808794,1572.1214160666,1486.05481303779,1527.0871340662,1401.44794704829,1473.70358117428,1528.68117049317,4,7,7,5,6,2,3,6,"HOU","DC","LA","NY","DC","HOU","NY","DC","HOU","TB"
1474.33756462137,1454.15507875777,1592.48195795733,1456.4199540573,1571.75425267316,1419.41188705881,1539.55111938293,1491.88818549133,4,3,8,3,8,3,7,4,"HOU","NY","DAL","STL","NY","HOU","NY","STL","HOU","TB"
1505.30255491681,1488.56418455909,1528.52500262023,1491.78456992765,1568.05912514871,1400.82318110989,1510.51249019538,1506.42889152223,5,5,6,5,7,2,5,5,"HOU","NY","HOU","TB","DAL","NY","NY","DC","HOU","TB"
1478.17779529689,1472.65240999176,1608.83383556109,1473.88588850493,1540.94091633115,1400.47380193124,1515.29797870464,1509.73737367829,4,4,9,4,6,2,6,5,"HOU","STL","DAL","STL","NY","HOU","NY","STL","HOU","TB"
1462.01243681994,1490.49083066772,1552.04261840572,1486.86303642854,1561.42013968389,1401.44552244226,1571.23674905452,1474.48866649741,3,5,7,5,6,2,9,3,"HOU","STL","LA","STL","HOU","NY","NY","STL","HOU","TB"
1493.82421761536,1454.46940301544,1592.19033361355,1458.4104362337,1515.03208101287,1417.86937751833,1562.1821949849,1506.02195600585,5,3,8,3,5,3,8,5,"HOU","STL","DAL","TB","STL","HOU","NY","STL","HOU","TB"
1444.26469876507,1516.03949061046,1588.11207070167,1455.04272564254,1516.55251514248,1472.1879854278,1516.46410181347,1491.3364118965,2,5,9,3,5,6,6,4,"HOU","STL","SEA","STL","HOU","DC","NY","DC","HOU","LA"
1443.87441814192,1528.92270338695,1610.25177949409,1466.91238763104,1477.6712300459,1439.38473483656,1521.11308391718,1511.86966254637,2,7,9,4,3,4,6,5,"HOU","DC","LA","STL","DC","HOU","NY","DC","HOU","LA"
1461.47728115595,1469.56298618683,1572.94733797908,1486.88687036152,1540.51916128721,1439.34733281923,1534.25526358439,1495.00376662579,3,4,7,5,6,4,7,4,"HOU","STL","LA","STL","NY","HOU","NY","DC","HOU","LA"
1489.05005512278,1470.63848882173,1564.04523880641,1472.30096213603,1567.62399041846,1420.97499299737,1508.98242990696,1506.38384179026,4,4,8,4,7,3,5,5,"HOU","NY","HOU","TB","DAL","NY","NY","STL","HOU","LA"
1463.50700177331,1531.78338549991,1593.53143404552,1485.98331057307,1541.18438248525,1418.94137470141,1491.51900455409,1473.55010636744,3,7,8,5,7,3,4,3,"HOU","NY","LA","NY","DC","HOU","NY","DC","HOU","LA"
1472.62476570224,1471.47990634947,1615.8862362431,1475.00598068955,1537.29660032604,1382.39764950505,1569.8015510386,1475.50731014595,4,4,10,4,5,1,9,3,"LA","STL","DAL","STL","LA","NY","NY","STL","HOU","TB"
1495.73179146752,1501.12114629021,1553.85555182925,1435.06957898118,1515.4827524829,1439.45331923278,1568.97349591131,1490.31236380484,5,6,7,2,5,4,7,4,"HOU","STL","DAL","DC","HOU","STL","NY","DC","HOU","TB"
1495.77056425528,1489.50673398105,1590.16365982718,1455.37603778456,1560.94568290744,1399.94687968951,1535.26939183794,1473.02104971703,5,5,9,3,6,2,7,3,"HOU","STL","DAL","STL","HOU","NY","NY","STL","HOU","TB"
1531.91246937011,1472.49197513565,1592.33982042137,1493.88956658285,1525.57411880927,1382.79201269107,1546.47472683914,1454.52531015053,7,4,8,5,6,1,7,2,"HOU","STL","DAL","NY","STL","HOU","NY","STL","HOU","TB"
1500.91816176987,1498.35234725629,1546.71561206829,1518.48399731402,1514.98415892808,1418.86932482233,1528.76699496822,1472.90940287288,5,6,7,5,5,3,6,3,"HOU","DC","HOU","DC","STL","LA","NY","DC","HOU","LA"
1480.50676378049,1473.05528566906,1521.1296554687,1483.18632612042,1572.86050860461,1438.80095511333,1537.03616758856,1493.42433765484,4,4,5,5,7,4,7,4,"LA","NY","LA","STL","HOU","NY","NY","STL","HOU","TB"
1482.13592858219,1471.12040733194,1615.91883115422,1448.00399576909,1516.00840519814,1399.95018360278,1548.48998012309,1518.37226823856,4,4,10,3,5,2,6,6,"DAL","TB","LA","TB","DAL","STL","NY","STL","HOU","TB"
1499.9960834623,1471.08593274209,1537.3428482659,1472.74568018602,1494.48812597621,1471.77752324088,1565.36554385621,1487.1982622704,5,4,6,4,4,6,7,4,"HOU","STL","SEA","TB","HOU","STL","NY","STL","HOU","LA"
1479.9965928272,1510.73342742107,1574.15898570876,1487.34970340559,1513.90544214741,1458.81502372077,1497.95318074921,1477.08764401999,4,6,7,5,5,5,5,3,"HOU","DC","LA","STL","DC","HOU","NY","STL","HOU","LA"
1492.91586920684,1472.14498454047,1536.49788210752,1453.87006189638,1496.09818868175,1439.88249579555,1570.83624769932,1537.75427007217,5,4,6,3,4,4,7,7,"HOU","TB","DAL","TB","HOU","STL","NY","STL","HOU","TB"
1480.52323321371,1451.60826435778,1574.51340955981,1504.01654006451,1544.59446883511,1403.38215961923,1565.80080775161,1475.56111659826,4,3,7,6,7,2,8,3,"HOU","STL","LA","NY","STL","HOU","NY","DC","HOU","LA"
1461.8982906746,1489.16213574578,1589.92093969855,1449.8780337132,1559.68331637584,1401.49508470359,1573.86484603311,1474.09735305533,3,5,9,3,8,2,7,3,"HOU","NY","LA","NY","HOU","STL","NY","DC","HOU","TB"
1483.94206613444,1502.35021878047,1563.91022186958,1516.70710888184,1477.70954262755,1419.87483109823,1523.18749584557,1512.31851476231,4,6,8,5,3,3,6,5,"HOU","STL","HOU","DC","STL","LA","NY","STL","HOU","LA"
1506.05854221921,1469.64312590454,1585.96634776204,1453.94710187933,1549.6872850701,1458.81334183328,1502.95150897176,1472.93274635973,5,4,9,3,6,5,5,3,"HOU","NY","HOU","STL","DAL","NY","NY","DC","HOU","LA"
1464.78681334714,1488.07564718973,1581.0918686341,1437.10120244635,1517.03314190968,1483.98353286349,1502.3674571111,1525.5603364984,3,5,9,2,5,5,5,6,"HOU","TB","HOU","STL","TB","SEA","NY","DC","HOU","TB"
1476.39321423072,1514.88416078331,1573.48875286437,1453.97687155739,1519.51085171743,1439.42288577123,1510.94156942266,1511.38169365288,4,7,7,3,5,4,5,5,"HOU","DC","DAL","DC","NY","HOU","NY","DC","HOU","TB"
1463.46309211429,1495.93510214472,1564.24022338208,1518.53124756097,1516.48404877693,1458.36438981884,1508.35205748636,1474.62983871581,3,6,8,5,5,5,5,3,"HOU","DC","HOU","DC","NY","LA","NY","DC","HOU","LA"
1500.45697677902,1470.02126932119,1592.07722107715,1505.06374800947,1524.97000953745,1402.7652504287,1527.49202061398,1477.15350423304,5,4,8,6,6,2,6,3,"HOU","STL","LA","NY","STL","HOU","NY","STL","HOU","LA"
1462.94021491543,1506.9903549484,1563.75441094862,1500.84727017146,1528.71086803397,1398.96096742222,1526.90541551888,1510.89049804101,3,6,8,4,6,2,6,5,"HOU","STL","HOU","NY","STL","LA","NY","DC","HOU","TB"
1525.69858573045,1488.60571458972,1564.35849851775,1454.44786748271,1535.67100151369,1440.41421512044,1534.69607329257,1456.10804375267,5,5,8,3,6,4,7,2,"HOU","STL","HOU","STL","NY","DAL","NY","DC","HOU","LA"
1514.86731050544,1450.99446940892,1573.28100513158,1511.31294360186,1508.67267014874,1401.86502754494,1582.98510585004,1456.02146780848,6,3,8,6,5,2,8,2,"HOU","STL","DAL","NY","HOU","STL","NY","STL","HOU","LA"
1495.29618949448,1452.62082323917,1590.77199256927,1456.31213279145,1527.11299775153,1418.94063641792,1566.11300164007,1492.83222609611,5,3,9,3,6,3,7,4,"HOU","STL","DAL","NY","HOU","STL","NY","STL","HOU","TB"
1513.22686405317,1453.93343001248,1589.30332257182,1473.39332576457,1495.11524393819,1402.85427871242,1569.31970147784,1502.85383346952,6,3,8,4,4,2,9,4,"HOU","STL","DAL","STL","TB","HOU","NY","STL","HOU","LA"
1507.62679471883,1502.48732011987,1546.44690572953,1472.2741650306,1533.3179410464,1399.93937824675,1543.36035966315,1494.54713544486,4,6,7,4,6,2,7,4,"HOU","STL","HOU","DC","STL","DAL","NY","STL","HOU","LA"
1480.87972331308,1472.08945519612,1552.22441888493,1466.99924766579,1539.81193637003,1421.9217062469,1550.55717131026,1515.5163410129,4,4,7,4,7,3,6,5,"HOU","NY","LA","NY","HOU","STL","NY","STL","HOU","LA"
1463.37757731256,1452.13915059004,1608.98481619849,1487.32963066759,1554.29497472031,1420.92856082761,1520.54054656848,1492.40474311493,3,3,9,5,7,3,6,4,"HOU","NY","LA","STL","NY","HOU","NY","STL","HOU","LA"
1506.01076577514,1545.29968218604,1528.48369164095,1490.89623922384,1524.52579077504,1381.40845911581,1493.62430805211,1529.75106323106,5,7,6,5,6,1,4,6,"HOU","DC","HOU","NY","DAL","DC","NY","DC","HOU","TB"
1484.28952974501,1474.00993572268,1615.97958913098,1438.41887271894,1526.53805015755,1427.10689511928,1539.66541131625,1493.99171608931,3,4,10,2,6,4,7,4,"SEA","STL","SEA","NY","STL","DAL","NY","STL","HOU","TB"
1494.40059879542,1533.18161166336,1574.21130844465,1434.94171998447,1514.32205083858,1438.37681570556,1552.90429138467,1457.6616031833,5,8,8,2,5,4,6,2,"HOU","DC","DAL","DC","HOU","STL","NY","DC","HOU","LA"
1475.7298928137,1473.05136477847,1571.30316804702,1417.40757814676,1546.0320878405,1438.95430579904,1584.11801091987,1493.40359165463,4,4,8,1,7,4,8,4,"HOU","STL","DAL","NY","HOU","STL","NY","STL","HOU","TB"
1482.87884985515,1488.06791654619,1608.2914519873,1453.4883373509,1534.2771624223,1437.03108131706,1503.93186893573,1492.03333158536,4,5,9,3,6,4,5,4,"HOU","NY","SEA","STL","NY","HOU","NY","DC","HOU","TB"
1500.93551546672,1433.53467853377,1572.81994709992,1489.90214833474,1496.05140574727,1457.78943808336,1545.37781004153,1503.58905669268,5,2,7,5,4,5,7,5,"HOU","STL","LA","TB","STL","HOU","NY","STL","HOU","TB"
1480.49564357836,1452.53388986069,1610.19412526678,1469.83676427889,1543.99413736931,1382.45707562301,1565.42028262389,1495.06808139906,4,3,9,4,7,1,8,4,"HOU","STL","LA","NY","STL","HOU","NY","STL","HOU","TB"
1496.59625776855,1471.59465607921,1608.80035145928,1456.34899510084,1539.84837322663,1399.44519577292,1533.84536304733,1493.52080754524,5,4,9,3,6,2,7,4,"HOU","STL","DAL","STL","NY","HOU","NY","STL","HOU","TB"
1482.97182478862,1471.71803930231,1546.32313942967,1499.38999424617,1495.49759586079,1417.90043720906,1535.62098451261,1550.57798465078,4,4,7,5,4,3,7,6,"HOU","STL","HOU","STL","LA","TB","NY","STL","HOU","TB"
1463.51180617472,1499.94126667811,1616.38986801998,1446.51932302784,1515.46853770131,1419.40283760101,1543.72701033868,1495.03935045836,3,6,10,3,5,3,6,4,"DAL","STL","LA","DC","DAL","STL","NY","DC","HOU","LA"
1543.16955472606,1468.02273799946,1567.44618915863,1473.32454473954,1532.59246238044,1439.32531771013,1500.53873425397,1475.58045903177,6,4,8,4,6,4,5,3,"HOU","NY","HOU","STL","NY","DAL","NY","DC","HOU","LA"
1494.39817475009,1490.05280236301,1573.12674987331,1491.31430277089,1520.58061276526,1401.30796991008,1533.64966566506,1495.56972190229,5,5,7,5,5,2,7,4,"HOU","STL","DAL","STL","NY","HOU","NY","DC","HOU","LA"
1493.4095848353,1472.02609194185,1554.13312372077,1454.34465748412,1543.40432621554,1440.41505473381,1564.59254020877,1477.67462085984,5,4,7,3,7,4,7,3,"HOU","STL","DAL","NY","HOU","STL","NY","STL","HOU","LA"
1493.43806747314,1490.11182213455,1572.33775200224,1435.48853668822,1572.78211259272,1441.34970201079,1519.46752559798,1475.02448150036,5,5,8,2,7,4,6,3,"HOU","NY","DAL","STL","HOU","NY","NY","DC","HOU","TB"
1486.89030247414,1451.0499337243,1617.35297154679,1453.44549101014,1489.77374465533,1429.08143552138,1577.92690365299,1494.47921741494,5,3,10,3,4,3,8,4,"DAL","STL","DAL","NY","SEA","STL","NY","DC","HOU","LA"
1513.93153159272,1513.74963460788,1576.28522251066,1490.82152101416,1513.83056781573,1401.42413336592,1532.28585587435,1457.67153321858,6,7,7,5,5,2,6,2,"HOU","DC","DAL","DC","STL","HOU","NY","DC","HOU","LA"
1481.5818209315,1450.70821930532,1574.03543315434,1522.05990707581,1572.07460356327,1383.82790088721,1510.93313654509,1504.77897853747,4,3,8,7,7,1,5,5,"HOU","NY","LA","TB","HOU","NY","NY","DC","HOU","LA"
1493.03834177249,1471.53047978274,1555.57045912473,1474.68450192231,1576.86679871476,1419.33038915123,1552.87537832024,1456.10365121148,5,4,7,4,7,3,8,2,"HOU","STL","DAL","STL","HOU","NY","NY","STL","HOU","TB"
1543.06540937681,1470.05211023486,1582.90756187056,1435.995976977,1541.2854069747,1422.34946484361,1529.7684145058,1474.57565521666,6,4,9,2,7,3,6,3,"HOU","NY","HOU","NY","STL","DAL","NY","DC","HOU","TB"
1505.05745450755,1470.6052683999,1582.52279039983,1472.43059726914,1494.50249718561,1422.81655299171,1535.0451736219,1517.01966562437,5,4,9,4,4,3,7,4,"HOU","STL","HOU","STL","DAL","TB","NY","DC","HOU","LA"
1469.27769623248,1492.09696404117,1582.5842311796,1437.40757814676,1526.50495368979,1418.95430579904,1578.7013469891,1494.47292392205,3,5,9,2,6,3,8,4,"HOU","STL","HOU","NY","DAL","STL","NY","STL","HOU","TB"
1481.03255146802,1503.13984858574,1574.07395941703,1503.55570031167,1550.88155514067,1403.38319473935,1510.42889121471,1473.50429912281,4,6,7,6,7,2,5,3,"HOU","NY","LA","DC","NY","HOU","NY","DC","HOU","LA"
1487.13061296156,1472.6384672477,1564.54148014624,1453.85844320832,1544.01550154481,1400.90250015893,1564.47082471108,1512.44217002135,4,4,8,3,7,2,7,5,"HOU","STL","HOU","NY","DAL","STL","NY","STL","HOU","TB"
1510.97285727325,1473.4867446873,1574.65929448341,1439.35340051421,1508.19132739883,1457.80694274532,1561.68750185167,1473.84193104601,6,4,7,2,5,5,8,3,"HOU","STL","DAL","NY","STL","HOU","NY","STL","HOU","TB"
1495.16503026339,1483.07511717475,1609.92738794087,1473.49439188634,1496.1102613755,1420.89186810542,1489.93005473235,1531.40588852138,5,5,9,4,4,3,4,6,"HOU","TB","DAL","DC","TB","HOU","NY","DC","HOU","LA"
1480.98021881666,1491.6414979297,1591.22711618495,1470.40750719157,1559.13585972942,1399.9763201794,1533.06615452574,1473.56532544255,4,5,8,4,8,2,6,3,"HOU","NY","LA","NY","STL","HOU","NY","STL","HOU","TB"
1488.27647791953,1510.13820943494,1546.48609804462,1473.25525170202,1569.43791607707,1399.4633253244,1521.01509302552,1491.92762847191,4,6,7,4,7,2,6,4,"HOU","NY","HOU","STL","DAL","NY","NY","STL","HOU","TB"
1476.21318144191,1474.1239377206,1609.11122647817,1436.9716320846,1541.0530420649,1418.87351118981,1508.04935870299,1535.60411031701,4,4,9,2,7,3,5,6,"HOU","NY","DAL","NY","TB","HOU","NY","STL","HOU","TB"
1444.53831506973,1501.16412603798,1565.23716709226,1498.93023095956,1568.22214807762,1418.94867557089,1512.61667617107,1490.34266102089,2,6,8,5,7,3,5,4,"HOU","NY","HOU","DC","LA","NY","NY","DC","HOU","TB"
