PlayID,GameID,DriveID,Sequence,TeamID,ClubCode,Quarter,StartTime,Down,Distance,Yardline,Situation,PlayType,StartHomeScore,StartAwayScore,IsScoringPlay,EndTime,EndHomeScore,EndAwayScore,ScoringPlayDescription,PlayDescription,ShortPlayDescription,FirstDownDescription,DriveTotalPossessionTime,DriveNetYards,DrivePlays,playScoreType,playScorer,playScoringTeamId,firstDownReset,Notes
14514,7,6192,57,602,LA,2,2:54,4,5,DAL 29,4th & 5 DAL 29,Field Goal,0,0,TRUE,2:49,3,0,,(Field Goal) N.Novak 47 yds field goal IS GOOD.,47 yard field goal,,4:39,38,9,Field Goal,Nicholas Novak,602,FALSE,
14516,7,6252,58,600,DAL,2,2:49,1,0,LA 30,NA,Kick off,3,0,FALSE,2:43,3,0,,"N.Novak kickoff from LA 30, 67 yds to DAL 3. A.Walter to DAL 27 for 67 yards (M.Stevens; T.Jones)",Kickoff,,2:42,50,12,,,0,FALSE,
14518,7,6252,59,600,DAL,2,2:43,1,10,DAL 27,1st & 10 DAL 27,Pass,3,0,FALSE,2:07,3,0,,(Shotgun) L.Jones pass short middle to J.Badet to DAL 32 for 5 yards (W.Smith),5 yard pass,,2:42,50,12,,,0,FALSE,
14519,7,6252,60,600,DAL,2,2:07,2,5,DAL 32,2nd & 5 DAL 32,Pass,3,0,FALSE,1:59,3,0,,"(No Huddle, Shotgun) L.Jones pass short middle to L.Dunbar out of bounds at DAL 40 for 8 yards (A.Springs)",8 yard pass,P8,2:42,50,12,,,0,FALSE,
14402,7,6252,61,600,DAL,2,1:59,1,10,DAL 40,1st & 10 DAL 40,Pass,3,0,FALSE,1:53,3,0,,(Shotgun) L.Jones pass short right to J.Badet out of bounds at DAL 41 for 1 yards (A.Springs),1 yard pass,,2:42,50,12,,,0,TRUE,
14409,7,6252,62,600,DAL,2,1:53,2,9,DAL 41,2nd & 9 DAL 41,Rush,3,0,FALSE,1:45,3,0,,"(No Huddle, Shotgun) L.Jones scrambles right end out of bounds at midfield for 9 yards (A.Springs)",9 yard rush,R9,2:42,50,12,,,0,FALSE,
14484,7,6252,63,600,DAL,2,1:45,1,10,DAL 50,1st & 10 50,Rush,3,0,FALSE,1:18,3,0,,"(No Huddle, Shotgun) L.Dunbar rush up the middle to LA 39 for 11 yards (T.Williams)",11 yard rush,R10,2:42,50,12,,,0,TRUE,
14485,7,6252,64,600,DAL,2,1:18,1,10,LA 39,1st & 10 LA 39,Pass,3,0,FALSE,1:14,3,0,,(Shotgun) L.Jones pass incomplete short right to L.Dunbar.,Incomplete pass,,2:42,50,12,,,0,TRUE,
14520,7,6252,65,600,DAL,2,1:14,2,10,LA 39,2nd & 10 LA 39,Pass,3,0,FALSE,1:00,3,0,,(Shotgun) L.Jones pass short middle to L.Dunbar to LA 29 for 10 yards (T.Williams; W.Smith),10 yard pass,P11,2:42,50,12,,,0,FALSE,
14490,7,6252,66,600,DAL,2,1:00,1,10,LA 29,1st & 10 LA 29,Pass,3,0,FALSE,0:50,3,0,,"(No Huddle, Shotgun) L.Jones pass deep middle to S.Price to LA 12 for 17 yards (J.Tocho)",17 yard pass,P12,2:42,50,12,,,0,TRUE,
14492,7,6252,67,600,DAL,2,0:50,1,10,LA 12,1st & 10 LA 12,Rush,3,0,FALSE,0:30,3,0,,"(No Huddle, Shotgun) L.Dunbar rush left guard to LA 8 for 4 yards (A.Dixon)",4 yard rush,,2:42,50,12,,,0,TRUE,
14491,7,6252,68,600,DAL,2,0:30,2,6,LA 8,2nd & 6 LA 08,Pass,3,0,FALSE,0:22,3,0,,"(No Huddle, Shotgun) L.Jones pass incomplete.",10 yard penalty,,2:42,50,12,,,0,FALSE,
14456,7,6252,69,600,DAL,2,0:22,2,16,LA 18,2nd & 16 LA 18,Pass,3,0,FALSE,0:16,3,0,,(Shotgun) L.Jones pass incomplete short left to J.Badet.,Incomplete pass,,2:42,50,12,,,0,FALSE,
14493,7,6252,70,600,DAL,2,0:16,3,16,LA 18,NA,Penalty,3,0,FALSE,0:16,3,0,,"PENALTY on DAL. Delayof game, 5 yards, enforced to LA 23.",5 yard penalty,,2:42,50,12,,,0,FALSE,Penalty
14494,7,6252,71,600,DAL,2,0:16,3,21,LA 23,3rd & 21 LA 23,Pass,3,0,FALSE,0:11,3,0,,(Shotgun) L.Jones pass incomplete deep left to J.Badet.,Incomplete pass,,2:42,50,12,,,0,FALSE,
14496,7,6252,72,600,DAL,2,0:11,4,21,LA 23,4th & 21 LA 23,Field Goal,3,0,TRUE,0:07,3,3,,(Field Goal) A.MacGinnis 41 yds field goal IS GOOD.,41 yard field goal,,2:42,50,12,Field Goal,Austin MacGinnis,600,FALSE,
14498,7,6253,73,602,LA,2,0:07,1,0,DAL 30,NA,Kick off,3,3,FALSE,0:01,3,3,,"A.MacGinnis kickoff from DAL 30, 62 yds to LA 8. L.Whitfield out of bounds at LA 24 for 62 yards (T.Decoud)",Kickoff,,0:07,-1,1,,,0,FALSE,
14497,7,6253,74,602,LA,2,0:01,1,10,LA 24,1st & 10 LA 24,Rush,3,3,FALSE,0:00,3,3,,J.Johnson kneels at LA 23 for -1 yards.,,,0:07,-1,1,,,0,FALSE,
