"PlayID","GameID","DriveID","Sequence","TeamID","ClubCode","Quarter","StartTime","Down","Distance","Yardline","Situation","PlayType","StartHomeScore","StartAwayScore","IsScoringPlay","EndTime","EndHomeScore","EndAwayScore","ScoringPlayDescription","PlayDescription","ShortPlayDescription","FirstDownDescription","DriveTotalPossessionTime","DriveNetYards","DrivePlays","playScoreType","playScorer","playScoringTeamId","firstDownReset","Notes","DefTeam","OffensePts","Yardline100","GoalToGo","SecondsLeftInHalfStart","YardsGained","RushAttempt","PassAttempt","CompletePass","Interception","Penalty","Sack","Scramble","QBSpike","QBKneel","PAT","PATConverted","PlayFormation","TacklerName1","TacklerName2","PasserName","RusherName","TargetName","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","ep","epa"
22339,12,8978,1,602,"LA",1,"15:00",1,10,"DC 30",NA,"Kick off",0,0,FALSE,"14:54",0,0,"","H.Niswander kickoff from DC 30, 64 yds to LA 6. L.Whitfield to LA 29 for 23 yards (E.Campbell).","Kickoff","","2:50",71,5,"","",0,FALSE,"","DC",0,68,0,1800,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.00118940054358468,0.139267165562182,0.00249129866109976,0.217438673165424,0.25928677168481,0.00369061767307694,0.376636072709823,1.39724055343043,-0.261872788843011
22346,12,8978,2,602,"LA",1,"14:54",1,10,"LA 29","1st & 10 LA 29","Pass",0,0,FALSE,"14:27",0,0,"","J.Johnson pass short right to J.Smallwood to LA 35 for 6 yards (E.Campbell).","6 yard pass","","2:50",71,5,"","",0,FALSE,"","DC",0,71,0,1794,6,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,"J.Johnson",NA,"J.Smallwood",0.0012986781766601,0.149106200338129,0.00319706438409877,0.232850059769465,0.248253312417006,0.00368211251659203,0.36161257239805,1.13536776458742,0.282116141087033
22354,12,8978,3,602,"LA",1,"14:27",2,4,"LA 35","2nd & 4 LA 35","Pass",0,0,FALSE,"13:54",0,0,"","(Shotgun) J.Johnson pass short middle to B.Barnes to LA 49 for 14 yards (R.Moore).","14 yard pass","P1","2:50",71,5,"","",0,FALSE,"","DC",0,65,0,1767,14,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","R.Moore",NA,"J.Johnson",NA,"B.Barnes",0.00134325436024944,0.140909757294691,0.00225974689608236,0.216652536039793,0.251893155867442,0.00396119644762246,0.382980353094119,1.41748390567445,1.30122391989174
22362,12,8978,4,602,"LA",1,"13:54",1,10,"LA 49","1st & 10 LA 49","Pass",0,0,FALSE,"13:17",0,0,"","(Shotgun) J.Johnson pass short left to L.Whitfield out of bounds at DC 45 for 6 yards (J.Thurman)","6 yard pass","","2:50",71,5,"","",0,TRUE,"","DC",0,51,0,1734,6,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","J.Thurman",NA,"J.Johnson",NA,"L.Whitfield",0.00102393708923041,0.0892744080566959,0.00057124728181233,0.138690203262457,0.315094009210054,0.00352720672726057,0.451818988372491,2.71870782556619,0.20477359852529
22368,12,8978,5,602,"LA",1,"13:17",2,4,"DC 45","2nd & 4 DC 45","Pass",0,0,FALSE,"12:47",0,0,"","(Shotgun) J.Johnson pass incomplete short left to D.Hampton.","Incomplete pass","","2:50",71,5,"","",0,FALSE,"","DC",0,45,0,1697,0,0,1,0,0,0,0,0,0,0,0,NA,"Shotgun",NA,NA,"J.Johnson",NA,"",0.0010779812751026,0.0809437733335359,0.000494644037338398,0.124671866016606,0.331280222768035,0.00358363082897312,0.457947881740408,2.92348142409148,-0.722379235850046
22375,12,8978,6,602,"LA",1,"12:47",3,4,"DC 45","3rd & 4 DC 45","Pass",0,0,FALSE,"12:27",0,0,"","(Shotgun) J.Johnson pass incomplete deep left to T.McBride.","5 yard penalty","X2","2:50",71,5,"","",0,FALSE,"","DC",0,45,0,1667,5,0,0,1,0,1,0,0,0,0,0,NA,"Shotgun",NA,NA,"J.Johnson",NA,NA,0.00133267821851514,0.101557496220141,0.000822163813449564,0.159742028488738,0.34959417919846,0.00404995539652124,0.382901498664174,2.20110218824143,1.17570704837785
22383,12,8978,7,602,"LA",1,"12:27",1,10,"DC 40","1st & 10 DC 40","Pass",0,0,TRUE,"12:10",6,0,"T.McBride 40 yd. pass from J.Johnson","J.Johnson pass deep left to T.McBride for 40 yards, TOUCHDOWN.","40 yard pass","P3","2:50",71,5,"Touchdown","Tre McBride",602,TRUE,"","DC",6.5,40,0,1647,40,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,"J.Johnson",NA,"T.McBride",0.00106559306730437,0.0641284581431453,0.000210847387391814,0.0991374045905456,0.343344295883396,0.00328012400478887,0.488833276923428,3.37680923661928,3.12319076338072
22388,12,8978,8,602,"LA",1,"12:10",1,NA,"DC 5",NA,"Pass",6,0,FALSE,"12:10",6,0,"","2pt attempt unsuccessful.","Unsuccessful conversion","","2:50",71,5,"","",0,FALSE,"","DC",0,5,0,1630,0,0,0,1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22396,12,8991,9,604,"DC",1,"12:10",1,10,"LA 30",NA,"Kick off",6,0,FALSE,"12:03",6,0,"","N.Novak kickoff from LA 30, 64 yds to DC 6. D.Pumphrey out of bounds at DC 34 for 28 yards (M.Stevens)","Kickoff","","1:13",4,3,"","",0,FALSE,"","LA",0,68,0,1630,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.002352303434005,0.138089973645334,0.00246411388042376,0.214217282456961,0.259893136649089,0.00365621632960848,0.379326973604579,1.44100668636916,0.171791582978498
22402,12,8991,10,604,"DC",1,"12:03",1,10,"DC 34","1st & 10 DC 34","Rush",6,0,FALSE,"11:41",6,0,"","(Shotgun) D.Pumphrey rush up the middle to DC 38 for 4 yards (T.Williams).","4 yard rush","","1:13",4,3,"","",0,FALSE,"","LA",0,66,0,1623,4,1,0,1,0,0,0,0,0,0,0,NA,"Shotgun","T.Williams",NA,NA,"D.Pumphrey",NA,0.00231406903900514,0.131621621335024,0.00208115137226588,0.204068966630267,0.267066204978727,0.00365262420729164,0.389195362437419,1.61279826934765,-0.0857507317835795
