"PlayID","GameID","DriveID","Sequence","TeamID","ClubCode","Quarter","StartTime","Down","Distance","Yardline","Situation","PlayType","StartHomeScore","StartAwayScore","IsScoringPlay","EndTime","EndHomeScore","EndAwayScore","ScoringPlayDescription","PlayDescription","ShortPlayDescription","FirstDownDescription","DriveTotalPossessionTime","DriveNetYards","DrivePlays","playScoreType","playScorer","playScoringTeamId","firstDownReset","Notes","OffensePts","Yardline100","GoalToGo","SecondsLeftInHalfStart","YardsGained","RushAttempt","PassAttempt","Interception","Penalty","Sack","Scramble","QBSpike","QBKneel","PlayFormation","TacklerName1","TacklerName2","PasserName","RusherName","TargetName","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","ep","epa"
11335,5,4914,1,605,"NY",1,"15:00",1,10,"DC 30",NA,"Kick off",0,0,FALSE,"14:54",0,0,"","H.Niswander kickoff from DC 30, 61 yds to NY 9. A.Duke to NY 25 for 61 yards (J.Thurman; T.Kinnel)","Kickoff","","1:47",28,3,"","",0,FALSE,"",0,68,0,1800,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.00118940054358468,0.139267165562182,0.00249129866109976,0.217438673165424,0.25928677168481,0.00369061767307694,0.376636072709823,1.39724055343043,-0.623804152812165
11325,5,4914,2,605,"NY",1,"14:54",1,10,"NY 25","1st & 10 NY 25","Pass",0,0,FALSE,"14:18",0,0,"","(Shotgun) M.McGloin pass short right to J.Powell to NY 30 for 5 yards (S.Thomas)","5 yard pass","","1:47",28,3,"","",0,FALSE,"",0,75,0,1794,5,0,1,0,0,0,0,0,0,"Shotgun","S.Thomas",NA,"M.McGloin",NA,"J.Powell",0.00140720978935051,0.162590471348889,0.00443921671593115,0.254056766604611,0.233111400338916,0.00365467751220938,0.340740257690093,0.773436400618268,0.0894008484446336
11331,5,4914,3,605,"NY",1,"14:18",2,5,"NY 30","2nd & 5 NY 30","Pass",0,0,FALSE,"13:48",0,0,"","(Shotgun) M.McGloin pass incomplete short left to T.Cook.","Incomplete pass","","1:47",28,3,"","",0,FALSE,"",0,70,0,1758,0,0,1,0,0,0,0,0,0,"Shotgun",NA,NA,"M.McGloin",NA,"",0.00154232409136098,0.161305507562602,0.00341502796819069,0.248851095568302,0.232196656374449,0.0039900100156477,0.348699378419448,0.862837249062902,-0.880925126955808
11337,5,4914,4,605,"NY",1,"13:48",3,5,"NY 30","3rd & 5 NY 30","Pass",0,0,FALSE,"13:24",0,0,"","(Shotgun) M.McGloin pass incomplete short left to J.Horn.","Incomplete pass","","1:47",28,3,"","",0,FALSE,"",0,70,0,1728,0,0,1,0,0,0,0,0,0,"Shotgun",NA,NA,"M.McGloin",NA,"",0.00173556392549302,0.195799728388587,0.00461011331211522,0.300423774618746,0.195202819999676,0.004178753220017,0.298049246535365,-0.0180878778929057,-1.67175841720296
11418,5,4914,5,605,"NY",1,"13:24",4,5,"NY 30","4th & 5 NY 30","Punt",0,0,FALSE,"13:13",0,0,"","(Punt) J.Vogel punts, 41 yds to DC 29. E.Rogers PENALTY on DC. Illegal blindside block, 23 yards, enforced to DC 20.","41 yard punt","","1:47",28,3,"","",0,FALSE,"",0,70,0,1704,0,0,0,0,0,0,0,0,0,"Punt",NA,NA,NA,NA,NA,0.00205781211831085,0.266238973396187,0.00545916740505852,0.399719829386933,0.108693736839468,0.00533588558929072,0.212494595264752,-1.68984629509587,1.35210051104664
11353,5,4921,6,604,"DC",1,"13:13",1,10,"DC 20","1st & 10 DC 20","Pass",0,0,FALSE,"12:40",0,0,"","C.Jones pass deep middle to E.Rogers to DC 45 for 25 yards (B.Jones)","25 yard pass","P1","6:09",80,11,"","",0,FALSE,"",0,80,0,1693,25,0,1,0,0,0,0,0,0,NA,NA,NA,"C.Jones",NA,"E.Rogers",0.00231641780572588,0.178991947508924,0.00660082940599005,0.278821963495503,0.214255130675805,0.00357521469355635,0.315438496414496,0.337745784049226,2.12209859191136
11360,5,4921,7,604,"DC",1,"12:40",1,10,"DC 45","1st & 10 DC 45","Rush",0,0,FALSE,"12:09",0,0,"","(Shotgun) D.Pumphrey rush right end to midfield for 5 yards (D.Hines; B.Rotimi)","5 yard rush","","6:09",80,11,"","",0,TRUE,"",0,55,0,1660,5,1,0,0,0,0,0,0,0,"Shotgun","D.Hines","B.Rotimi",NA,"D.Pumphrey",NA,0.00152914932124173,0.0993394973665835,0.000808546998882396,0.153985150045513,0.303354564993365,0.00357118909107842,0.437411902183336,2.45984437596058,0.0665131901747484
11367,5,4921,8,604,"DC",1,"12:09",2,5,"DC 50","2nd & 5 50","Rush",0,0,FALSE,"11:31",0,0,"","(Shotgun) D.Pumphrey rush right end to NY 49 for 1 yards (C.Walker)","1 yard rush","","6:09",80,11,"","",0,FALSE,"",0,50,0,1629,1,1,0,0,0,0,0,0,0,"Shotgun","C.Walker",NA,NA,"D.Pumphrey",NA,0.00162619060690277,0.0958005957679677,0.000772199650697501,0.147723845458802,0.316915350612741,0.00373091555203454,0.433430902350854,2.52635756613533,-0.58958758047511
11374,5,4921,9,604,"DC",1,"11:31",3,4,"NY 49","3rd & 4 NY 49","Rush",0,0,FALSE,"10:53",0,0,"","(Shotgun) J.Pressley rush right guard to NY 47 for 2 yards (R.Mueller)","2 yard rush","","6:09",80,11,"","",0,FALSE,"",0,49,0,1591,2,1,0,0,0,0,0,0,0,"Shotgun","R.Mueller",NA,NA,"J.Pressley",NA,0.00199322877060317,0.113809729669327,0.00109117604450875,0.177604445726034,0.323582714582473,0.00409095635929604,0.377827748847759,1.93676998566022,-1.38683051477618
11381,5,4921,10,604,"DC",1,"10:53",4,2,"NY 47","4th & 2 NY 47","Rush",0,0,FALSE,"10:20",0,0,"","(No Huddle, Shotgun) C.Jones scrambles left end out of bounds at NY 33 for 14 yards (B.Rotimi)","14 yard rush","R2","6:09",80,11,"","",0,FALSE,"",0,47,0,1553,14,1,0,0,0,0,1,0,0,"No Huddle, Shotgun","B.Rotimi",NA,NA,"C.Jones",NA,0.00306404828558887,0.16163904400614,0.00175021588973181,0.253544597204075,0.301591001926715,0.00623293149824537,0.272178161189504,0.549939470884039,3.16934443743233
