"PlayID","GameID","DriveID","Sequence","TeamID","ClubCode","Quarter","StartTime","Down","Distance","Yardline","Situation","PlayType","StartHomeScore","StartAwayScore","IsScoringPlay","EndTime","EndHomeScore","EndAwayScore","ScoringPlayDescription","PlayDescription","ShortPlayDescription","FirstDownDescription","DriveTotalPossessionTime","DriveNetYards","DrivePlays","playScoreType","playScorer","playScoringTeamId","firstDownReset","Notes","DefTeam","OffensePts","Yardline100","GoalToGo","SecondsLeftInHalfStart","YardsGained","RushAttempt","PassAttempt","CompletePass","Interception","Penalty","Sack","Scramble","QBSpike","QBKneel","PAT","PATConverted","PlayFormation","TacklerName1","TacklerName2","PasserName","RusherName","TargetName","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","ep","epa"
18345,9,7214,1,607,"TB",1,"15:00",1,10,"HOU 30",NA,"Kick off",0,0,FALSE,"14:53",0,0,"","S.Castillo kickoff from HOU 30, 63 yds to TB 7. R.Hall to TB 41 for 34 yards (B.Brown).","Kickoff","","2:26",29,7,"","",0,FALSE,"","HOU",0,68,0,1800,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.00118940054358468,0.139267165562182,0.00249129866109976,0.217438673165424,0.25928677168481,0.00369061767307694,0.376636072709823,1.39724055343043,0.73782743723112
18346,9,7214,2,607,"TB",1,"14:53",1,10,"TB 41","1st & 10 TB 41","Pass",0,0,FALSE,"14:28",0,0,"","(Shotgun) T.Cornelius pass short left to R.Horn to TB 44 for 3 yards (A.Harris).","3 yard pass","","2:26",29,7,"","",0,FALSE,"","HOU",0,59,0,1793,3,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","A.Harris",NA,"T.Cornelius",NA,"R.Horn",0.000992793588034547,0.111394319531836,0.00115676634977253,0.173644955918004,0.290457652671908,0.00364757560110535,0.418705936339339,2.13506799066155,-0.225720749456571
18327,9,7214,3,607,"TB",1,"14:28",2,7,"TB 44","2nd & 7 TB 44","Rush",0,0,FALSE,"13:58",0,0,"","(Shotgun) D.Smith rush right guard to TB 46 for 2 yards (C.Crawford; K.Ealy).","2 yard rush","","2:26",29,7,"","",0,FALSE,"","HOU",0,56,0,1768,2,1,0,1,0,0,0,0,0,0,0,NA,"Shotgun","C.Crawford","K.Ealy",NA,"D.Smith",NA,0.00108733120398537,0.118037676657358,0.00134593122932955,0.184065511804865,0.297216258784252,0.00392848957039643,0.394318800749814,1.90934724120498,-0.515527475628105
18328,9,7214,4,607,"TB",1,"13:58",3,5,"TB 46","3rd & 5 TB 46","Pass",0,0,FALSE,"13:36",0,0,"","(Shotgun) T.Cornelius pass short right to R.Horn to HOU 35 for 19 yards (A.Harris).","19 yard pass","P1","2:26",29,7,"","",0,FALSE,"","HOU",0,54,0,1738,19,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","A.Harris",NA,"T.Cornelius",NA,"R.Horn",0.00124532795467222,0.135065907775947,0.00160954815159114,0.21152617922762,0.294805050732454,0.00436006934113098,0.351387916816585,1.39381976557688,2.21253363902687
18330,9,7214,5,607,"TB",1,"13:36",1,10,"HOU 35","1st & 10 HOU 35","Rush",0,0,FALSE,"13:09",0,0,"","(Shotgun) D.Smith rush right guard to HOU 30 for 5 yards (C.Lyons; D.Nichols).","5 yard rush","","2:26",29,7,"","",0,TRUE,"","HOU",0,35,0,1716,5,1,0,1,0,0,0,0,0,0,0,NA,"Shotgun","C.Lyons","D.Nichols",NA,"D.Smith",NA,0.000697677199219108,0.0551303682961141,0.000134137918465778,0.085387358931791,0.354262774761654,0.00317280993382472,0.501214872958931,3.60635340460375,-0.00447768830358974
18336,9,7214,6,607,"TB",1,"13:09",2,5,"HOU 30","2nd & 5 HOU 30","Rush",0,0,FALSE,"12:42",0,0,"","(Shotgun) D.Smith rush right guard to HOU 30 for no gain (E.Robinson).","0 yard rush","","2:26",29,7,"","",0,FALSE,"","HOU",0,30,0,1689,0,1,0,1,0,0,0,0,0,0,0,NA,"Shotgun","E.Robinson",NA,NA,"D.Smith",NA,0.000719179342561246,0.0514187864198145,0.00015823352217093,0.0798186547376959,0.386223538217114,0.00315583704367907,0.478505770716964,3.60187571630016,-0.659191552768797
18341,9,7214,7,607,"TB",1,"12:42",3,5,"HOU 30","3rd & 5 HOU 30","Pass",0,0,FALSE,"12:34",0,0,"","(Shotgun) T.Cornelius pass incomplete short right to J.Tolliver.","Incomplete pass","","2:26",29,7,"","",0,FALSE,"","HOU",0,30,0,1662,0,0,1,0,0,0,0,0,0,0,0,NA,"Shotgun",NA,NA,"T.Cornelius",NA,"",0.00090382476973706,0.0638517994093045,0.000273616429089133,0.102763588099474,0.454100020058312,0.00383253909610002,0.374274612137984,2.94268416353136,-1.19454326099974
18348,9,7214,8,607,"TB",1,"12:34",4,5,"HOU 30","4th & 5 HOU 30","Field Goal",0,0,TRUE,"12:34",3,0,"","(Field Goal) A.Franks 48 yds field goal IS GOOD.","48 yard field goal","","2:26",29,7,"Field Goal","Andrew Franks",607,FALSE,"","HOU",3,30,0,1654,0,0,0,1,0,0,0,0,0,0,0,NA,"Field Goal",NA,NA,NA,NA,NA,0.00128332600367064,0.0880294016678534,0.000694602176372901,0.138353931442084,0.593644316886933,0.00555062805541801,0.172443793767668,1.74814090253163,1.25185909746837
18402,9,7246,9,601,"HOU",1,"12:34",1,10,"TB 30",NA,"Kick off",3,0,FALSE,"12:08",3,0,"","A.Franks kickoff from TB 30, 71 yds to HOU -1. A.Harris to HOU 37 for 38 yards (B.Canady).","Kickoff","","3:56",21,6,"","",0,FALSE,"","TB",0,68,0,1654,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.00213651691926292,0.138263376771418,0.00246807320238081,0.214681294010275,0.259822134931566,0.00366126046457956,0.378967343700518,1.43492197199142,0.423938602229374
18405,9,7246,10,601,"HOU",1,"12:08",1,10,"HOU 37","1st & 10 HOU 37","Pass",3,0,FALSE,"11:49",3,0,"","(Shotgun) P.Walker pass short left to J.Butler to HOU 41 for 4 yards (T.McFadden; J.Neill).","4 yard pass","","3:56",21,6,"","",0,FALSE,"","TB",0,63,0,1628,4,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","T.McFadden","J.Neill","P.Walker",NA,"J.Butler",0.00211684586404868,0.122293329818757,0.00161322238179247,0.189558584109881,0.277494511255718,0.00364189362577664,0.403281612944026,1.85886057422079,-0.083890756830721
18410,9,7246,11,601,"HOU",1,"11:49",2,6,"HOU 41","2nd & 6 HOU 41","Pass",3,0,FALSE,"11:12",3,0,"","(Shotgun) P.Walker pass short left to J.Butler out of bounds at HOU 42 for 1 yards (M.Branch)","1 yard pass","","3:56",21,6,"","",0,FALSE,"","TB",0,59,0,1609,1,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","M.Branch",NA,"P.Walker",NA,"J.Butler",0.00220808455664396,0.12478985433339,0.00159909970809751,0.192656048666947,0.282696339484957,0.00391463298623238,0.392135940263732,1.77496981739007,-0.673148551287805
