"PlayID","GameID","DriveID","Sequence","TeamID","ClubCode","Quarter","StartTime","Down","Distance","Yardline","Situation","PlayType","StartHomeScore","StartAwayScore","IsScoringPlay","EndTime","EndHomeScore","EndAwayScore","ScoringPlayDescription","PlayDescription","ShortPlayDescription","FirstDownDescription","DriveTotalPossessionTime","DriveNetYards","DrivePlays","playScoreType","playScorer","playScoringTeamId","firstDownReset","Notes","OffensePts","Yardline100","GoalToGo","SecondsLeftInHalfStart","YardsGained","RushAttempt","PassAttempt","Interception","Penalty","Sack","Scramble","QBSpike","QBKneel","PlayFormation","TacklerName1","TacklerName2","PasserName","RusherName","TargetName","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","ep","epa"
6250,1,2526,1,603,"SEA",1,"15:00",1,10,"DC 30",NA,"Kick off",0,0,FALSE,"14:53",0,0,"","H.Niswander kickoff from DC 30, 56 yds to SEA 14. K.Reynolds to SEA 33 for 56 yards (A.Williams)","Kickoff","","1:51",6,3,"","",0,FALSE,"",0,68,0,1800,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.00118940054358468,0.139267165562182,0.00249129866109976,0.217438673165424,0.25928677168481,0.00369061767307694,0.376636072709823,1.39724055343043,0.0878456767997831
6225,1,2526,2,603,"SEA",1,"14:53",1,10,"SEA 33","1st & 10 SEA 33","Rush",0,0,FALSE,"14:21",0,0,"","(Shotgun) J.Gardner rush left end to SEA 38 for 5 yards (A.Tarpley)","5 yard rush","","1:51",6,3,"","",0,FALSE,"",0,67,0,1793,5,1,0,0,0,0,0,0,0,"Shotgun","A.Tarpley",NA,NA,"J.Gardner",NA,0.00119674606465498,0.135984764293591,0.00228972860836245,0.212226412190052,0.262934866881228,0.00368923862985669,0.381678243332255,1.48508623023022,0.0866488543583936
6221,1,2526,3,603,"SEA",1,"14:21",2,5,"SEA 38","2nd & 5 SEA 38","Pass",0,0,FALSE,"13:43",0,0,"","(Shotgun) B.Silvers pass short right to K.Reynolds to SEA 39 for 1 yards (A.Tarpley)","1 yard pass","","1:51",6,3,"","",0,FALSE,"",0,62,0,1761,1,0,1,0,0,0,0,0,0,"Shotgun","A.Tarpley",NA,"B.Silvers",NA,"K.Reynolds",0.00128653341654205,0.13350245459289,0.00192232677300688,0.206345183587417,0.267136648505025,0.00396082124374386,0.385846031881375,1.57173508458861,-0.638875946584678
6227,1,2526,4,603,"SEA",1,"13:43",3,4,"SEA 39","3rd & 4 SEA 39","Pass",0,0,FALSE,"13:22",0,0,"","(Shotgun) B.Silvers pass incomplete short right to K.Reynolds.","Incomplete pass","","1:51",6,3,"","",0,FALSE,"",0,61,0,1723,0,0,1,0,0,0,0,0,0,"Shotgun",NA,NA,"B.Silvers",NA,"",0.00151828353753594,0.157348311283035,0.00251923352139264,0.243085197356177,0.24636216311223,0.00414987563518001,0.345016935554449,0.932859138003932,-1.84251114923689
6236,1,2526,5,603,"SEA",1,"13:22",4,4,"SEA 39","4th & 4 SEA 39","Punt",0,0,FALSE,"13:09",0,0,"","(Punt) B.Miller punts, 45 yds to DC 16. E.Rogers to DC 20 for 45 yards (S.Ramirez)","45 yard punt","","1:51",6,3,"","",0,FALSE,"",0,61,0,1702,0,0,0,0,0,0,0,0,0,"Punt","S.Ramirez",NA,NA,NA,NA,0.0019893133461448,0.229666661153816,0.00371899881055624,0.35038526539326,0.171853213424082,0.00595155700785995,0.236434990864281,-0.909652011232959,0.570770418433861
6249,1,2576,6,604,"DC",1,"13:09",1,10,"DC 20","1st & 10 DC 20","Rush",0,0,FALSE,"12:45",0,0,"","(Shotgun) E.Rogers rush right end to DC 20 for 0 yards (A.Williams)","0 yard rush","","5:49",63,13,"","",0,FALSE,"",0,80,0,1689,0,1,0,0,0,0,0,0,0,"Shotgun","A.Williams",NA,NA,"E.Rogers",NA,0.00235396650165931,0.178962295048128,0.00659935029255407,0.278733550859394,0.214274204043875,0.00357454870455546,0.315502084549834,0.338881592799098,-0.72880649152357
6252,1,2576,7,604,"DC",1,"12:45",2,10,"DC 20","2nd & 10 DC 20","Rush",0,0,FALSE,"12:18",0,0,"","(No Huddle, Shotgun) D.Pumphrey rush right end to DC 19 for -1 yards (G.Igwebuike)","-1 yard rush","","5:49",63,13,"","",0,FALSE,"",0,80,0,1665,-1,1,0,0,0,0,0,0,0,"No Huddle, Shotgun","G.Igwebuike",NA,NA,"D.Pumphrey",NA,0.00262293095641344,0.205804273845672,0.00790175324430075,0.320452190510602,0.190639820415126,0.00387833229035232,0.268700698737535,-0.389924898724472,-1.04765356886991
6259,1,2576,8,604,"DC",1,"12:18",3,11,"DC 19","3rd & 11 DC 19","Pass",0,0,FALSE,"11:53",0,0,"","(Shotgun) C.Jones pass deep left to R.Ross out of bounds at DC 40 for 21 yards","21 yard pass","P1","5:49",63,13,"","",0,FALSE,"",0,81,0,1638,21,0,1,0,0,0,0,0,0,"Shotgun",NA,NA,"C.Jones",NA,"R.Ross",0.00281186553681022,0.249192546648313,0.00944092875543006,0.381530392665289,0.140698009494337,0.00430802581023211,0.212018231089588,-1.43757846759438,3.53691590329761
6269,1,2576,9,604,"DC",1,"11:53",1,10,"DC 40","1st & 10 DC 40","Pass",0,0,FALSE,"11:26",0,0,"","(No Huddle, Shotgun) C.Jones pass short right to E.Rogers out of bounds at SEA 43 for 17 yards (S.Johnson)","17 yard pass","P2","5:49",63,13,"","",0,TRUE,"",0,60,0,1613,17,0,1,0,0,0,0,0,0,"No Huddle, Shotgun","S.Johnson",NA,"C.Jones",NA,"E.Rogers",0.00209213447816951,0.113185047465437,0.00124528479938118,0.17526362698524,0.287576687076338,0.00361672508821664,0.417020494107217,2.09933743570323,1.12853232767971
6277,1,2576,10,604,"DC",1,"11:26",1,10,"SEA 43","1st & 10 SEA 43","Pass",0,0,FALSE,"10:49",0,0,"","(No Huddle, Shotgun) C.Jones pass short middle to D.Pumphrey to SEA 40 for 3 yards (G.Igwebuike; S.Maponga)","3 yard pass","","5:49",63,13,"","",0,TRUE,"",0,43,0,1586,3,0,1,0,0,0,0,0,0,"No Huddle, Shotgun","G.Igwebuike","S.Maponga","C.Jones",NA,"D.Pumphrey",0.00148258549191874,0.0699748277329925,0.00027554274549836,0.107973379183827,0.336209148046582,0.00333433479258526,0.480750182006596,3.22786976338294,-0.195059312459668
