"PlayID","GameID","DriveID","Sequence","TeamID","ClubCode","Quarter","StartTime","Down","Distance","Yardline","Situation","PlayType","StartHomeScore","StartAwayScore","IsScoringPlay","EndTime","EndHomeScore","EndAwayScore","ScoringPlayDescription","PlayDescription","ShortPlayDescription","FirstDownDescription","DriveTotalPossessionTime","DriveNetYards","DrivePlays","playScoreType","playScorer","playScoringTeamId","firstDownReset","Notes","DefTeam","OffensePts","Yardline100","GoalToGo","SecondsLeftInHalfStart","YardsGained","RushAttempt","PassAttempt","CompletePass","Interception","Penalty","Sack","Scramble","QBSpike","QBKneel","PAT","PATConverted","PlayFormation","TacklerName1","TacklerName2","PasserName","RusherName","TargetName","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","ep","epa"
12708,6,5680,1,607,"TB",1,"15:00",1,10,"SEA 30",NA,"Kick off",0,0,FALSE,"14:56",0,0,"","E.Lacayo kickoff from SEA 30, 57 yds to TB 13. M.Brown to TB 28 for 57 yards (D.Miles; N.Temple)","Kickoff","","1:43",22,3,"","",0,FALSE,"","SEA",0,68,0,1800,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.00118940054358468,0.139267165562182,0.00249129866109976,0.217438673165424,0.25928677168481,0.00369061767307694,0.376636072709823,1.39724055343043,-0.351860265946077
12713,6,5680,2,607,"TB",1,"14:56",1,10,"TB 28","1st & 10 TB 28","Pass",0,0,FALSE,"14:33",0,0,"","(Shotgun) T.Cornelius pass incomplete short right to R.Horn.","Incomplete pass","","1:43",22,3,"","",0,FALSE,"","SEA",0,72,0,1796,0,0,1,0,0,0,0,0,0,0,0,NA,"Shotgun",NA,NA,"T.Cornelius",NA,"",0.00131508890129503,0.152462298163407,0.00347271963764903,0.238144063261621,0.244497134093693,0.00367753187907751,0.356431164063258,1.04538028748436,-0.710268521950964
12719,6,5680,3,607,"TB",1,"14:33",2,10,"TB 28","2nd & 10 TB 28","Rush",0,0,FALSE,"13:50",0,0,"","(No Huddle, Shotgun) D.Smith rush right tackle to TB 30 for 2 yards (J.Thompson)","2 yard rush","","1:43",22,3,"","",0,FALSE,"","SEA",0,72,0,1773,2,1,0,1,0,0,0,0,0,0,0,NA,"No Huddle, Shotgun","J.Thompson",NA,NA,"D.Smith",NA,0.00148912132629877,0.177580315080247,0.00464432796309503,0.278128282529057,0.227137021343385,0.00401598162609417,0.307004950131823,0.335111765533392,-0.633531857274459
12724,6,5680,4,607,"TB",1,"13:50",3,8,"TB 30","3rd & 8 TB 30","Pass",0,0,FALSE,"13:29",0,0,"","(No Huddle, Shotgun) T.Cornelius pass incomplete deep middle to N.Truesdell.","Incomplete pass","","1:43",22,3,"","",0,FALSE,"","SEA",0,70,0,1730,0,0,1,0,0,0,0,0,0,0,0,NA,"No Huddle, Shotgun",NA,NA,"T.Cornelius",NA,"",0.00171730721149288,0.203537850680381,0.00481741267391364,0.31514307057234,0.198687907163227,0.0045405362583921,0.271555915440253,-0.298420091741067,-1.5320536149658
13268,6,5680,5,607,"TB",1,"13:29",4,8,"TB 30","4th & 8 TB 30","Punt",0,0,FALSE,"13:17",0,0,"","(Punt) J.Schum punts, 55 yds to SEA 15. A.Proehl PENALTY on SEA. Holding, 20 yards, enforced to SEA 8.","55 yard punt","","1:43",22,3,"","",0,FALSE,"","SEA",0,70,0,1709,0,0,0,1,0,0,0,0,0,0,0,NA,"Punt",NA,NA,NA,NA,NA,0.00202265549597269,0.272002813321108,0.00583417907722857,0.40384395096406,0.116901563125382,0.00546274751210289,0.193932090504146,-1.83047370670687,2.61583630098166
12752,6,5431,6,603,"SEA",1,"13:17",1,10,"SEA 8","1st & 10 SEA 08","Rush",0,0,FALSE,"12:40",0,0,"","(Shotgun) J.Gardner rush up the middle to SEA 13 for 5 yards (R.Walker)","5 yard rush","","3:12",10,5,"","",0,FALSE,"","TB",0,92,0,1697,5,1,0,1,0,0,0,0,0,0,0,NA,"Shotgun","R.Walker",NA,NA,"J.Gardner",NA,0.00273670546178328,0.219041416579032,0.0166795128981047,0.341861808766358,0.16738656125185,0.0032996029543067,0.248994392088566,-0.78536259427479,0.0719888957912656
12754,6,5431,7,603,"SEA",1,"12:40",2,5,"SEA 13","2nd & 5 SEA 13","Pass",0,0,FALSE,"12:06",0,0,"","(Shotgun) B.Silvers pass short middle to K.Reynolds to SEA 19 for 6 yards (M.Hannemann)","6 yard pass","P1","3:12",10,5,"","",0,FALSE,"","TB",0,87,0,1660,6,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","M.Hannemann",NA,"B.Silvers",NA,"K.Reynolds",0.00302843943355296,0.221981900323462,0.0106468586879784,0.339914616457972,0.1596259362174,0.00372926656226417,0.26107298231737,-0.713373698483524,0.97644869045242
12760,6,5431,8,603,"SEA",1,"12:06",1,10,"SEA 19","1st & 10 SEA 19","Rush",0,0,FALSE,"11:28",0,0,"","J.Gardner rush left guard to SEA 17 for -2 yards (C.Moore)","-2 yard rush","","3:12",10,5,"","",0,TRUE,"","TB",0,81,0,1626,-2,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"J.Gardner",NA,0.00308552384084418,0.181908980464459,0.00711922996376006,0.282689418116938,0.210655066323955,0.00354781473494749,0.310993966555097,0.263074991968896,-0.997204661927732
12766,6,5431,9,603,"SEA",1,"11:28",2,12,"SEA 17","2nd & 12 SEA 17","Rush",0,0,FALSE,"10:50",0,0,"","T.Williams rush right end to SEA 15 for -2 yards (M.Branch)","-2 yard rush","","3:12",10,5,"","",0,FALSE,"","TB",0,83,0,1588,-2,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"T.Williams",NA,0.00370634180779733,0.218031183849599,0.00995844133258484,0.339613625845802,0.177729790252942,0.00379201076206043,0.247168606149215,-0.734129669958837,-1.1336623430913
12773,6,5431,10,603,"SEA",1,"10:50",3,14,"SEA 15","3rd & 14 SEA 15","Rush",0,0,FALSE,"10:14",0,0,"","(Shotgun) K.Farrow rush up the middle to SEA 18 for 3 yards (N.Whitlock; D.Mount)","3 yard rush","","3:12",10,5,"","",0,FALSE,"","TB",0,85,0,1550,3,1,0,1,0,0,0,0,0,0,0,NA,"Shotgun","N.Whitlock","D.Mount",NA,"K.Farrow",NA,0.00411247833845005,0.265642332146911,0.0119488937008003,0.405196994248955,0.122650789127947,0.00423432551411441,0.186214186922822,-1.86779201305013,-0.773150949605258
