"PlayID","GameID","DriveID","Sequence","TeamID","ClubCode","Quarter","StartTime","Down","Distance","Yardline","Situation","PlayType","StartHomeScore","StartAwayScore","IsScoringPlay","EndTime","EndHomeScore","EndAwayScore","ScoringPlayDescription","PlayDescription","ShortPlayDescription","FirstDownDescription","DriveTotalPossessionTime","DriveNetYards","DrivePlays","playScoreType","playScorer","playScoringTeamId","firstDownReset","Notes","DefTeam","OffensePts","Yardline100","GoalToGo","SecondsLeftInHalfStart","YardsGained","RushAttempt","PassAttempt","CompletePass","Interception","Penalty","Sack","Scramble","QBSpike","QBKneel","PAT","PATConverted","PlayFormation","TacklerName1","TacklerName2","PasserName","RusherName","TargetName","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","ep","epa"
8766,3,3738,1,605,"NY",1,"15:00",1,10,"TB 30",NA,"Kick off",0,0,FALSE,"14:52",0,0,"","A.Franks kickoff from TB 30, 59 yds to NY 11. A.Duke to TB 48 for 59 yards (E.Beal)","Kickoff","","5:08",48,8,"","",0,FALSE,"","TB",0,68,0,1800,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.00118940054358468,0.139267165562182,0.00249129866109976,0.217438673165424,0.25928677168481,0.00369061767307694,0.376636072709823,1.39724055343043,1.50229153862391
8773,3,3738,2,605,"NY",1,"14:52",1,10,"TB 48","1st & 10 TB 48","Pass",0,0,FALSE,"14:16",0,0,"","(Shotgun) M.McGloin pass short right to J.Powell to TB 42 for 6 yards (M.Hannemann)","6 yard pass","","5:08",48,8,"","",0,FALSE,"","TB",0,48,0,1792,6,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","M.Hannemann",NA,"M.McGloin",NA,"J.Powell",0.000748575403391317,0.0822119738356752,0.000439221402125996,0.127942972433353,0.323401888844655,0.00348661819483182,0.461768749885968,2.89953209205435,0.188098264408559
8780,3,3738,3,605,"NY",1,"14:16",2,4,"TB 42","2nd & 4 TB 42","Pass",0,0,FALSE,"13:35",0,0,"","(Shotgun) M.McGloin pass short right to T.Cook to TB 42 for 0 yards (R.Priester)","0 yard pass","","5:08",48,8,"","",0,FALSE,"","TB",0,42,0,1756,0,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","R.Priester",NA,"M.McGloin",NA,"T.Cook",0.000782335139112571,0.0740917666796971,0.00039216493603814,0.114449066639421,0.341838231243196,0.0035128009012787,0.464933634461257,3.08763035646291,-0.701275418218973
8787,3,3738,4,605,"NY",1,"13:35",3,4,"TB 42","3rd & 4 TB 42","Rush",0,0,FALSE,"12:49",0,0,"","T.Cook rush up the middle to TB 42 for 0 yards (R.Walker; B.Richardson)","0 yard rush","","5:08",48,8,"","",0,FALSE,"","TB",0,42,0,1715,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"T.Cook",NA,0.00101780267960638,0.0928536755037472,0.000662043589602719,0.146869926815274,0.369134723223944,0.00400255036867394,0.385459277819151,2.38635493824393,-1.57569072193469
8795,3,3738,5,605,"NY",1,"12:49",4,4,"TB 42","4th & 4 TB 42","Pass",0,0,FALSE,"12:03",0,0,"","(Shotgun) M.McGloin pass short middle to J.Powell to TB 27 for 15 yards (M.Branch)","15 yard pass","P1","5:08",48,8,"","",0,FALSE,"","TB",0,42,0,1669,15,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","M.Branch",NA,"M.McGloin",NA,"J.Powell",0.00172656800701316,0.142024996101595,0.00146093082665456,0.221362167493329,0.402915499133674,0.00634339828273919,0.224166440154996,0.810664216309244,3.12892223795142
8802,3,3738,6,605,"NY",1,"12:03",1,10,"TB 27","1st & 10 TB 27","Rush",0,0,FALSE,"11:20",0,0,"","(Shotgun) D.Victor rush left guard to TB 24 for 3 yards (B.Richardson; R.Walker)","3 yard rush","","5:08",48,8,"","",0,TRUE,"","TB",0,27,0,1623,3,1,0,1,0,0,0,0,0,0,0,NA,"Shotgun","B.Richardson","R.Walker",NA,"D.Victor",NA,0.000791339523683785,0.0423231988194007,6.34217225341208e-05,0.0652441700328201,0.368932323693674,0.00293844934556043,0.519707096862327,3.93958645426067,-0.197916205833118
8808,3,3738,7,605,"NY",1,"11:20",2,7,"TB 24","2nd & 7 TB 24","Pass",0,0,FALSE,"10:52",0,0,"","(Shotgun) M.McGloin pass incomplete deep middle to J.Horn.","Incomplete pass","","5:08",48,8,"","",0,FALSE,"","TB",0,24,0,1580,0,0,1,0,0,0,0,0,0,0,0,NA,"Shotgun",NA,NA,"M.McGloin",NA,"",0.00092926911051443,0.0433922313121396,0.000105564292174683,0.0676602501945946,0.413184818181072,0.00298575383151474,0.47174211307799,3.74167024842755,-0.663376721482683
8819,3,3738,8,605,"NY",1,"10:52",3,7,"TB 24","3rd & 7 TB 24","Pass",0,0,FALSE,"10:01",0,0,"","(Shotgun) M.McGloin pass deep right to J.Horn out of bounds at TB 6 for 18 yards (R.Priester)","18 yard pass","","5:08",48,8,"","",0,FALSE,"","TB",0,24,0,1552,18,0,1,1,0,0,0,0,0,0,0,NA,"Shotgun","R.Priester",NA,"M.McGloin",NA,"J.Horn",0.00117879028705611,0.0532459226491414,0.000177111269584128,0.0865396679301928,0.504102975424791,0.00385033958926393,0.35090519284997,3.07829352694486,2.13609565705086
8820,3,3738,9,605,"NY",1,"10:24",1,6,"TB 6",NA,"Penalty",0,0,FALSE,"10:01",0,0,"","PENALTY on NY. Too many men illegal sub, 5 yards, enforced to TB 11.","5 yard penalty","","5:08",48,8,"","",0,FALSE,"Penalty","TB",0,6,1,1524,5,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.000394767924875327,0.0119937807590053,9.34535519103767e-06,0.0144461246179119,0.278095019316537,0.00175384091603914,0.69330712111044,5.21438918399573,-0.475253734907752
8835,3,3738,10,605,"NY",1,"10:01",1,11,"TB 11","1st & 11 TB 11","Pass",0,0,FALSE,"9:55",0,0,"","(Shotgun) M.McGloin pass incomplete short middle to J.Horn (M.Hannemann).","10 yard penalty","X2","5:08",48,8,"","",0,FALSE,"","TB",0,11,1,1501,10,0,0,1,0,1,0,0,0,0,0,NA,"Shotgun","M.Hannemann",NA,"M.McGloin",NA,NA,0.000534381567904375,0.0141178494590421,5.72194269783894e-06,0.0161375196850523,0.401951760180091,0.00146754395795915,0.565785223207253,4.73913544908797,1.30411273381017
