"PlayID","GameID","DriveID","Sequence","TeamID","ClubCode","Quarter","StartTime","Down","Distance","Yardline","Situation","PlayType","StartHomeScore","StartAwayScore","IsScoringPlay","EndTime","EndHomeScore","EndAwayScore","ScoringPlayDescription","PlayDescription","ShortPlayDescription","FirstDownDescription","DriveTotalPossessionTime","DriveNetYards","DrivePlays","playScoreType","playScorer","playScoringTeamId","firstDownReset","Notes","OffensePts","Yardline100","GoalToGo","SecondsLeftInHalfStart","YardsGained","RushAttempt","PassAttempt","Interception","Penalty","Sack","Scramble","QBSpike","QBKneel","PlayFormation","TacklerName1","TacklerName2","PasserName","RusherName","TargetName","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","ep","epa"
9835,4,4275,1,600,"DAL",1,"15:00",1,10,"STL 35",NA,"Kick off",0,0,FALSE,"15:00",0,0,"","T.Russolino kickoff from STL 35 to end zone, Touchback Major.","Kickoff","","4:27",29,9,"","",0,FALSE,"",0,68,0,1800,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.00118940054358468,0.139267165562182,0.00249129866109976,0.217438673165424,0.25928677168481,0.00369061767307694,0.376636072709823,1.39724055343043,0.255158462778183
9969,4,4275,2,600,"DAL",1,"15:00",1,10,"DAL 35","1st & 10 DAL 35","Pass",0,0,FALSE,"14:38",0,0,"","(Shotgun) P.Nelson pass incomplete short right to J.Badet.","Incomplete pass","","4:27",29,9,"","",0,FALSE,"",0,65,0,1800,0,0,1,0,0,0,0,0,0,"Shotgun",NA,NA,"P.Nelson",NA,"",0.00111257431578956,0.129656135385398,0.0019348773782878,0.202343778563101,0.270036761226358,0.00368704916654752,0.391228823964519,1.65239901620862,-0.673135385169333
9968,4,4275,3,600,"DAL",1,"14:38",2,10,"DAL 35","2nd & 10 DAL 35","Pass",0,0,FALSE,"14:11",0,0,"","(No Huddle, Shotgun) P.Nelson pass short right to F.Nagel out of bounds at DAL 47 for 12 yards (D.Hillary)","12 yard pass","P1","4:27",29,9,"","",0,FALSE,"",0,65,0,1778,12,0,1,0,0,0,0,0,0,"No Huddle, Shotgun","D.Hillary",NA,"P.Nelson",NA,"F.Nagel",0.00127532490892249,0.152508828410927,0.00284679957467513,0.239274963108507,0.260183760913114,0.00404386825726351,0.339866454826591,0.979263631039283,1.60129262064521
9918,4,4275,4,600,"DAL",1,"14:11",1,10,"DAL 47","1st & 10 DAL 47","Pass",0,0,FALSE,"13:41",0,0,"","(Shotgun) P.Nelson pass short right to L.Dunbar to midfield for 3 yards (W.Hill)","3 yard pass","","4:27",29,9,"","",0,TRUE,"",0,53,0,1751,3,0,1,0,0,0,0,0,0,"Shotgun","W.Hill",NA,"P.Nelson",NA,"L.Dunbar",0.00100860207151769,0.0945213207753,0.000682672770669293,0.146979128955012,0.309248343262715,0.00356326468887653,0.443996667475909,2.58055625168449,-0.211006207208925
9919,4,4275,5,600,"DAL",1,"13:41",2,7,"DAL 50","2nd & 7 50","Pass",0,0,FALSE,"13:17",0,0,"","(No Huddle, Shotgun) P.Nelson pass short right to L.Dunbar out of bounds at STL 42 for 8 yards (K.Robinson)","8 yard pass","P2","4:27",29,9,"","",0,FALSE,"",0,50,0,1721,8,0,1,0,0,0,0,0,0,"No Huddle, Shotgun","K.Robinson",NA,"P.Nelson",NA,"L.Dunbar",0.00112922622715207,0.0997738881484158,0.000851434724318267,0.155514103578147,0.322633024073903,0.00380487149038162,0.416293451757682,2.36955004447557,0.894516611691921
9903,4,4275,6,600,"DAL",1,"13:17",1,10,"STL 42","1st & 10 STL 42","Pass",0,0,FALSE,"12:55",0,0,"","(No Huddle, Shotgun) P.Nelson pass short left to J.Badet out of bounds at STL 35 for 7 yards (D.Hillary)","7 yard pass","","4:27",29,9,"","",0,TRUE,"",0,42,0,1697,7,0,1,0,0,0,0,0,0,"No Huddle, Shotgun","D.Hillary",NA,"P.Nelson",NA,"J.Badet",0.000924671146856306,0.0683926552336747,0.00025393459115285,0.105960985147719,0.338719642033654,0.00333839079891256,0.482409721048031,3.26406665616749,0.287103531577183
9902,4,4275,7,600,"DAL",1,"12:55",2,3,"STL 35","2nd & 3 STL 35","Rush",0,0,FALSE,"12:22",0,0,"","(No Huddle, Shotgun) M.Young rush left guard to STL 28 for 7 yards (D.Hillary)","7 yard rush","R3","4:27",29,9,"","",0,FALSE,"",0,35,0,1675,7,1,0,0,0,0,0,0,0,"No Huddle, Shotgun","D.Hillary",NA,NA,"M.Young",NA,0.000873649536526573,0.0569460751198849,0.000204865599771803,0.0872858974591036,0.357486464494969,0.00322282807337766,0.493980219716366,3.55117018774467,0.350066611417764
9901,4,4275,8,600,"DAL",1,"12:22",1,10,"STL 28","1st & 10 STL 28","Pass",0,0,FALSE,"12:01",0,0,"","(No Huddle, Shotgun) P.Nelson pass short right to J.Badet out of bounds at STL 33 for -5 yards (W.Hill)","-5 yard pass","","4:27",29,9,"","",0,TRUE,"",0,28,0,1642,-5,0,1,0,0,0,0,0,0,"No Huddle, Shotgun","W.Hill",NA,"P.Nelson",NA,"J.Badet",0.000756796332140209,0.0437918219765506,6.9728767384452e-05,0.0675666609499444,0.367284918352935,0.00297004773202394,0.517560025889022,3.90123679916243,-0.771963955542663
9900,4,4275,9,600,"DAL",1,"12:01",2,15,"STL 33","2nd & 15 STL 33","Pass",0,0,FALSE,"11:21",0,0,"","(No Huddle, Shotgun) P.Nelson pass short left to M.Young to STL 34 for -1 yards (T.Garvin)","-1 yard pass","","4:27",29,9,"","",0,FALSE,"",0,33,0,1621,-1,0,1,0,0,0,0,0,0,"No Huddle, Shotgun","T.Garvin",NA,"P.Nelson",NA,"M.Young",0.00105799273536741,0.0641263592730651,0.000273241982376489,0.101606964320095,0.404576909190608,0.00342611451725716,0.424932417981231,3.12927284361977,-0.844524649245162
9909,4,4275,10,600,"DAL",1,"11:21",3,16,"STL 34","3rd & 16 STL 34","Pass",0,0,FALSE,"10:41",0,0,"","(No Huddle, Shotgun) P.Nelson sacked at STL 36 for -2 yards (D.Hendrix)","-2 yard sack","","4:27",29,9,"","",0,FALSE,"",0,34,0,1581,-2,0,0,0,0,1,0,0,0,"No Huddle, Shotgun","D.Hendrix",NA,"P.Nelson",NA,NA,0.00144816535903416,0.0831796336411987,0.000427570371522682,0.135780757243858,0.464072309633407,0.00502109670116989,0.31007046704981,2.28474819437461,-1.0640157486584
9921,4,4275,11,600,"DAL",1,"10:41",4,18,"STL 36","4th & 18 STL 36","Punt",0,0,FALSE,"10:33",0,0,"","(Punt) P.Nelson punts for 32 yards to STL 4, downed by D.Brown.","32 yard punt","","4:27",29,9,"","",0,FALSE,"",0,36,0,1541,0,0,0,0,0,0,0,0,0,"Punt",NA,NA,NA,NA,NA,0.00228478349388837,0.111081427016292,0.001141290553595,0.167346310705439,0.570647862050802,0.00592719530325717,0.141571130876726,1.22073244571621,-0.122218824026472
10005,4,4298,12,606,"STL",1,"10:33",1,10,"STL 4","1st & 10 STL 04","Rush",0,0,FALSE,"10:03",0,0,"","(Shotgun) M.Jones rush left tackle to STL 9 for 5 yards (D.Phillips)","5 yard rush","","3:25",37,6,"","",0,FALSE,"",0,96,0,1533,5,1,0,0,0,0,0,0,0,"Shotgun","D.Phillips",NA,NA,"M.Jones",NA,0.0055573252718277,0.229952049134496,0.0222438326316521,0.356877883314125,0.152909978599253,0.00315034557668793,0.229308585471958,-1.09851362168974,0.0636024045775661
